date,asuncion,callancas,campoden,capachique,casa_grande,cascas,coina,contumaza,cospan,otuzco,san_benito,sinsicap,sunchubamba,tambo
1988-01-01,212.0,75.0,102.0,70.0,9.0,127.0,4.0,80.0,135.0,34.0,223.0,88.0,171.0,60.0
1988-02-01,143.0,70.0,64.0,286.0,1.0,62.0,410.0,75.0,26.0,110.0,79.0,59.0,145.0,21.0
1988-03-01,51.0,35.0,103.0,290.0,3.0,15.0,201.0,42.0,206.0,38.0,14.0,35.0,382.0,48.0
1988-04-01,118.0,82.0,34.0,154.0,1.0,14.0,93.0,89.0,116.0,484.0,17.0,52.0,145.0,8.0
1988-05-01,48.0,7.0,19.0,57.0,0.0,9.0,16.0,15.0,39.0,20.0,6.0,8.0,33.0,4.0
1988-06-01,17.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0
1988-07-01,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0
1988-08-01,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,2.0
1988-09-01,9.0,2.0,10.0,62.0,0.0,0.0,0.0,2.0,45.0,1.0,4.0,0.0,25.0,0.0
1988-10-01,46.0,27.0,12.0,54.0,0.0,12.0,108.0,18.0,45.0,8.0,6.0,11.0,38.0,2.0
1988-11-01,82.0,11.0,10.0,45.0,0.0,0.0,30.0,32.0,1.0,1.0,8.0,4.0,17.0,0.0
1988-12-01,61.0,9.0,98.0,36.0,0.0,57.0,65.0,9.0,126.0,14.0,4.0,8.0,32.0,66.0
1989-01-01,182.0,59.0,78.0,39.0,1.0,24.0,104.0,105.0,137.0,55.0,24.0,28.0,58.0,15.0
1989-02-01,304.0,132.0,95.0,29.0,10.0,57.0,27.0,234.0,59.0,35.0,70.0,200.0,193.0,40.0
1989-03-01,258.0,98.0,57.0,146.0,1.0,57.0,174.0,174.0,55.0,73.0,30.0,93.0,135.0,12.0
1989-04-01,87.0,62.0,91.0,145.0,4.0,25.0,56.0,160.0,57.0,51.0,32.0,30.0,66.0,20.0
1989-05-01,13.0,2.0,9.0,21.0,1.0,1.0,15.0,7.0,13.0,20.0,2.0,2.0,21.0,0.0
1989-06-01,11.0,4.0,2.0,5.0,1.0,1.0,0.0,8.0,41.0,0.0,1.0,1.0,11.0,0.0
1989-07-01,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
1989-08-01,4.0,3.0,0.0,4.0,0.0,1.0,5.0,0.0,2.0,0.0,1.0,3.0,1.0,0.0
1989-09-01,20.0,4.0,73.0,47.0,0.0,0.0,31.0,15.0,3.0,8.0,7.0,7.0,37.0,2.0
1989-10-01,92.0,0.0,42.0,146.0,1.0,4.0,40.0,49.0,84.0,14.0,16.0,49.0,72.0,11.0
1989-11-01,15.0,1.0,9.0,29.0,0.0,2.0,18.0,22.0,0.0,0.0,7.0,0.0,1.0,1.0
1989-12-01,16.0,12.0,18.0,21.0,0.0,5.0,5.0,0.0,115.0,3.0,1.0,0.0,0.0,3.0
1990-01-01,88.0,1.0,77.0,13.0,0.0,12.0,27.0,43.0,103.0,17.0,39.0,6.0,83.0,11.0
1990-02-01,142.0,0.0,101.0,128.0,0.0,1.0,369.0,70.0,124.0,32.0,69.0,24.0,100.0,12.0
1990-03-01,154.0,31.0,173.0,192.0,2.0,36.0,104.0,100.0,255.0,86.0,19.0,52.0,143.0,52.0
1990-04-01,48.0,59.0,14.0,93.0,0.0,15.0,139.0,14.0,16.0,16.0,20.0,3.0,85.0,9.0
1990-05-01,33.0,4.0,17.0,41.0,1.0,2.0,7.0,0.0,4.0,17.0,0.0,0.0,33.0,0.0
1990-06-01,24.0,0.0,7.0,13.0,1.0,3.0,0.0,15.0,23.0,0.0,3.0,1.0,3.0,0.0
1990-07-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-08-01,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0
1990-09-01,17.0,15.0,1.0,34.0,0.0,0.0,0.0,0.0,1.0,34.0,5.0,1.0,3.0,0.0
1990-10-01,45.0,25.0,32.0,73.0,1.0,6.0,84.0,28.0,69.0,88.0,10.0,14.0,74.0,5.0
1990-11-01,73.0,10.0,33.0,47.0,2.0,13.0,48.0,34.0,33.0,0.0,12.0,54.0,60.0,4.0
1990-12-01,53.0,12.0,5.0,13.0,0.0,8.0,54.0,8.0,108.0,5.0,5.0,8.0,50.0,2.0
1991-01-01,26.0,1.0,56.0,12.0,0.0,2.0,0.0,5.0,49.0,9.0,4.0,3.0,56.0,7.0
1991-02-01,220.0,34.0,81.0,85.0,4.0,17.0,356.0,89.0,68.0,30.0,114.0,17.0,91.0,11.0
1991-03-01,78.0,68.0,113.0,122.0,7.0,81.0,213.0,173.0,135.0,97.0,42.0,53.0,157.0,45.0
1991-04-01,36.0,54.0,95.0,145.0,1.0,28.0,95.0,126.0,16.0,11.0,51.0,28.0,85.0,24.0
1991-05-01,65.0,8.0,17.0,72.0,1.0,5.0,12.0,26.0,71.0,17.0,6.0,4.0,36.0,5.0
1991-06-01,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0
1991-07-01,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1991-08-01,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
1991-09-01,3.0,0.0,5.0,104.0,0.0,0.0,3.0,1.0,4.0,0.0,1.0,0.0,4.0,0.0
1991-10-01,4.0,32.0,18.0,78.0,0.0,6.0,32.0,35.0,1.0,26.0,8.0,18.0,58.0,2.0
1991-11-01,206.0,33.0,47.0,104.0,0.0,11.0,63.0,49.0,71.0,8.0,13.0,4.0,52.0,19.0
1991-12-01,89.0,24.0,13.0,65.0,1.0,3.0,42.0,28.0,5.0,26.0,15.0,11.0,47.0,0.0
1992-01-01,47.0,0.0,31.0,16.0,3.0,10.0,42.0,47.0,15.0,67.0,15.0,45.0,53.0,18.0
1992-02-01,109.0,15.0,50.0,44.0,1.0,17.0,1.0,42.0,29.0,4.0,14.0,40.0,99.0,8.0
1992-03-01,103.0,23.0,132.0,208.0,6.0,60.0,82.0,190.0,164.0,61.0,47.0,107.0,182.0,50.0
1992-04-01,95.0,5.0,98.0,149.0,8.0,21.0,130.0,141.0,57.0,45.0,34.0,126.0,108.0,19.0
1992-05-01,15.0,0.0,5.0,21.0,0.0,4.0,201.0,11.0,2.0,15.0,14.0,11.0,44.0,5.0
1992-06-01,3.0,0.0,0.0,738.0,0.0,3.0,0.0,9.0,3.0,0.0,23.0,14.0,12.0,0.0
1992-07-01,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-08-01,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-09-01,5.0,0.0,7.0,36.0,0.0,8.0,169.0,21.0,4.0,5.0,1.0,5.0,55.0,0.0
1992-10-01,7.0,0.0,28.0,120.0,1.0,4.0,320.0,3.0,8.0,14.0,4.0,1.0,47.0,3.0
1992-11-01,88.0,0.0,21.0,20.0,1.0,2.0,16.0,4.0,7.0,1.0,2.0,1.0,24.0,0.0
1992-12-01,40.0,2.0,16.0,3.0,0.0,9.0,59.0,0.0,133.0,8.0,0.0,1.0,31.0,6.0
1993-01-01,97.0,0.0,74.0,28.0,1.0,30.0,3.0,52.0,114.0,12.0,26.0,28.0,59.0,15.0
1993-02-01,243.0,97.0,147.0,212.0,5.0,82.0,402.0,286.0,461.0,95.0,295.0,30.0,109.0,61.0
1993-03-01,357.0,164.0,166.0,328.0,9.0,60.0,306.0,342.0,237.0,93.0,16.0,26.0,245.0,64.0
1993-04-01,185.0,65.0,120.0,152.0,2.0,39.0,59.0,124.0,115.0,105.0,33.0,61.0,117.0,32.0
1993-05-01,54.0,21.0,9.0,56.0,6.0,9.0,13.0,20.0,19.0,13.0,2.0,7.0,7.0,8.0
1993-06-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,6.0,0.0
1993-07-01,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993-08-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,4.0,0.0
1993-09-01,29.0,45.0,76.0,19.0,1.0,1.0,0.0,33.0,27.0,36.0,4.0,11.0,30.0,1.0
1993-10-01,86.0,53.0,31.0,230.0,1.0,10.0,225.0,55.0,110.0,155.0,11.0,18.0,62.0,3.0
1993-11-01,80.0,8.0,10.0,79.0,4.0,4.0,47.0,30.0,40.0,18.0,8.0,18.0,57.0,1.0
1993-12-01,149.0,52.0,75.0,192.0,1.0,27.0,204.0,50.0,137.0,47.0,16.0,30.0,138.0,19.0
1994-01-01,233.0,38.0,132.0,125.0,1.0,68.0,99.0,139.0,224.0,66.0,99.0,63.0,137.0,9.0
1994-02-01,247.0,103.0,107.0,156.0,3.0,32.0,153.0,115.0,138.0,52.0,51.0,77.0,193.0,35.0
1994-03-01,295.0,53.0,158.0,202.0,11.0,28.0,74.0,188.0,132.0,75.0,39.0,106.0,156.0,62.0
1994-04-01,210.0,23.0,87.0,178.0,1.0,23.0,168.0,53.0,112.0,14.0,20.0,51.0,170.0,13.0
1994-05-01,35.0,60.0,30.0,346.0,1.0,1.0,5.0,22.0,29.0,18.0,6.0,6.0,20.0,0.0
1994-06-01,21.0,0.0,4.0,224.0,0.0,2.0,0.0,0.0,20.0,27.0,8.0,5.0,0.0,0.0
1994-07-01,13.0,3.0,0.0,7.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0
1994-08-01,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
1994-09-01,10.0,8.0,6.0,22.0,0.0,0.0,7.0,6.0,29.0,28.0,3.0,3.0,19.0,0.0
1994-10-01,3.0,0.0,4.0,72.0,0.0,0.0,135.0,0.0,1.0,45.0,4.0,3.0,7.0,0.0
1994-11-01,54.0,44.0,6.0,54.0,1.0,8.0,57.0,27.0,12.0,23.0,8.0,19.0,91.0,4.0
1994-12-01,165.0,52.0,73.0,153.0,4.0,14.0,80.0,29.0,42.0,42.0,7.0,31.0,151.0,5.0
1995-01-01,119.0,51.0,46.0,224.0,2.0,16.0,62.0,106.0,60.0,19.0,27.0,38.0,85.0,19.0
1995-02-01,207.0,70.0,88.0,373.0,1.0,88.0,216.0,95.0,19.0,40.0,111.0,53.0,199.0,28.0
1995-03-01,121.0,32.0,189.0,277.0,0.0,37.0,98.0,107.0,282.0,53.0,11.0,38.0,173.0,24.0
1995-04-01,63.0,65.0,43.0,259.0,0.0,16.0,115.0,60.0,29.0,28.0,12.0,16.0,43.0,8.0
1995-05-01,26.0,15.0,19.0,80.0,0.0,3.0,26.0,6.0,2.0,18.0,8.0,6.0,44.0,2.0
1995-06-01,4.0,12.0,1.0,20.0,0.0,1.0,0.0,2.0,1.0,4.0,2.0,3.0,6.0,11.0
1995-07-01,3.0,5.0,0.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0
1995-08-01,0.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
1995-09-01,4.0,11.0,1.0,32.0,1.0,1.0,2.0,0.0,27.0,28.0,2.0,1.0,11.0,0.0
1995-10-01,32.0,39.0,30.0,35.0,0.0,1.0,58.0,16.0,27.0,28.0,4.0,0.0,84.0,2.0
1995-11-01,40.0,20.0,45.0,70.0,0.0,3.0,18.0,36.0,48.0,32.0,9.0,0.0,17.0,6.0
1995-12-01,95.0,69.0,42.0,202.0,0.0,1.0,6.0,59.0,21.0,43.0,50.0,0.0,57.0,0.0
1996-01-01,151.0,62.0,59.0,66.0,6.0,15.0,18.0,90.0,56.0,26.0,18.0,43.0,93.0,16.0
1996-02-01,206.0,148.0,231.0,268.0,8.0,105.0,210.0,161.0,93.0,110.0,88.0,100.0,152.0,47.0
1996-03-01,283.0,146.0,217.0,183.0,5.0,59.0,132.0,210.0,201.0,76.0,21.0,43.0,268.0,51.0
1996-04-01,78.0,29.0,20.0,160.0,1.0,25.0,263.0,66.0,59.0,19.0,36.0,25.0,91.0,15.0
1996-05-01,10.0,3.0,11.0,42.0,0.0,4.0,12.0,6.0,32.0,18.0,7.0,1.0,25.0,0.0
1996-06-01,10.0,0.0,2.0,0.0,1.0,0.0,0.0,8.0,11.0,2.0,0.0,0.0,16.0,0.0
1996-07-01,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1996-08-01,3.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1996-09-01,37.0,7.0,0.0,70.0,0.0,0.0,11.0,6.0,4.0,32.0,4.0,4.0,21.0,1.0
1996-10-01,50.0,62.0,17.0,164.0,1.0,2.0,91.0,23.0,48.0,46.0,5.0,17.0,25.0,3.0
1996-11-01,22.0,0.0,62.0,3.0,0.0,1.0,25.0,1.0,129.0,7.0,0.0,4.0,71.0,0.0
1996-12-01,21.0,6.0,13.0,9.0,0.0,1.0,55.0,2.0,18.0,0.0,0.0,2.0,88.0,1.0
1997-01-01,54.0,8.0,61.0,27.0,0.0,3.0,7.0,7.0,25.0,19.0,5.0,13.0,74.0,3.0
1997-02-01,185.0,115.0,74.0,14.0,3.0,109.0,154.0,172.0,61.0,70.0,188.0,58.0,147.0,52.0
1997-03-01,70.0,25.0,151.0,63.0,2.0,36.0,89.0,64.0,250.0,56.0,20.0,30.0,213.0,42.0
1997-04-01,93.0,52.0,91.0,42.0,2.0,26.0,119.0,125.0,57.0,31.0,29.0,63.0,88.0,18.0
1997-05-01,17.0,13.0,18.0,91.0,0.0,1.0,10.0,14.0,0.0,19.0,7.0,1.0,41.0,0.0
1997-06-01,10.0,3.0,3.0,56.0,0.0,11.0,1.0,7.0,4.0,0.0,1.0,2.0,5.0,2.0
1997-07-01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997-08-01,0.0,0.0,1.0,11.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1997-09-01,33.0,11.0,1.0,43.0,1.0,1.0,3.0,29.0,17.0,27.0,5.0,6.0,17.0,2.0
1997-10-01,58.0,29.0,10.0,113.0,0.0,17.0,119.0,16.0,59.0,35.0,6.0,10.0,37.0,3.0
1997-11-01,11.0,35.0,4.0,53.0,1.0,5.0,61.0,86.0,37.0,9.0,16.0,31.0,59.0,1.0
1997-12-01,279.0,133.0,62.0,219.0,31.0,113.0,310.0,284.0,100.0,34.0,377.0,153.0,133.0,121.0
1998-01-01,436.0,201.0,329.0,550.0,29.0,80.0,569.0,373.0,437.0,210.0,45.0,286.0,113.0,39.0
1998-02-01,481.0,192.0,614.0,286.0,119.0,67.0,379.0,524.0,234.0,330.0,63.0,365.0,168.0,65.0
1998-03-01,474.0,272.0,202.0,504.0,45.0,69.0,249.0,44.0,205.0,174.0,53.0,464.0,212.0,71.0
1998-04-01,181.0,78.0,171.0,128.0,6.0,64.0,146.0,146.0,100.0,56.0,66.0,75.0,106.0,65.0
1998-05-01,51.0,11.0,7.0,54.0,0.0,4.0,7.0,23.0,13.0,15.0,16.0,21.0,40.0,1.0
1998-06-01,5.0,4.0,3.0,77.0,0.0,3.0,0.0,10.0,8.0,15.0,0.0,3.0,83.0,4.0
1998-07-01,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1998-08-01,3.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,6.0,0.0,6.0,0.0
1998-09-01,7.0,5.0,2.0,47.0,1.0,0.0,14.0,5.0,3.0,21.0,7.0,4.0,28.0,1.0
1998-10-01,51.0,22.0,22.0,154.0,1.0,6.0,19.0,15.0,50.0,2.0,7.0,12.0,52.0,3.0
1998-11-01,24.0,7.0,55.0,45.0,0.0,0.0,78.0,8.0,90.0,16.0,3.0,5.0,9.0,0.0
1998-12-01,68.0,12.0,51.0,35.0,0.0,8.0,53.0,18.0,62.0,10.0,5.0,17.0,92.0,2.0
1999-01-01,124.0,77.0,124.0,33.0,11.0,20.0,23.0,70.0,141.0,62.0,36.0,48.0,74.0,37.0
1999-02-01,555.0,266.0,141.0,758.0,20.0,54.0,405.0,296.0,387.0,332.0,17.0,311.0,103.0,29.0
1999-03-01,236.0,72.0,95.0,573.0,1.0,52.0,198.0,176.0,160.0,68.0,49.0,64.0,115.0,3.0
1999-04-01,120.0,68.0,65.0,481.0,8.0,20.0,102.0,91.0,70.0,30.0,31.0,62.0,92.0,14.0
1999-05-01,76.0,47.0,30.0,119.0,1.0,10.0,15.0,83.0,80.0,13.0,22.0,59.0,23.0,56.0
1999-06-01,36.0,9.0,24.0,1.0,0.0,1.0,10.0,24.0,25.0,8.0,6.0,1.0,2.0,0.0
1999-07-01,10.0,3.0,0.0,11.0,1.0,4.0,1.0,18.0,5.0,1.0,1.0,2.0,1.0,1.0
1999-08-01,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,5.0,1.0,0.0,0.0,12.0,0.0
1999-09-01,59.0,31.0,2.0,25.0,0.0,2.0,13.0,42.0,40.0,35.0,2.0,7.0,43.0,1.0
1999-10-01,36.0,18.0,19.0,178.0,0.0,9.0,90.0,14.0,28.0,26.0,6.0,5.0,47.0,3.0
1999-11-01,74.0,15.0,54.0,70.0,0.0,3.0,89.0,19.0,53.0,30.0,8.0,4.0,83.0,1.0
1999-12-01,121.0,54.0,63.0,154.0,10.0,7.0,58.0,41.0,100.0,88.0,19.0,33.0,134.0,5.0
2000-08-01,4.0,4.0,0.0,0.0,1.0,0.0,0.0,6.0,3.0,0.0,0.0,5.0,0.0,0.0
2000-09-01,37.0,20.0,15.0,11.0,0.0,1.0,5.0,24.0,13.0,36.0,4.0,26.0,47.0,1.0
2000-10-01,21.0,0.0,52.0,58.0,0.0,5.0,228.0,7.0,31.0,148.0,4.0,2.0,86.0,2.0
2000-11-01,38.0,20.0,29.0,45.0,1.0,6.0,49.0,35.0,54.0,19.0,10.0,9.0,32.0,5.0
2000-12-01,139.0,74.0,101.0,201.0,6.0,56.0,104.0,79.0,185.0,14.0,39.0,41.0,74.0,44.0
2001-01-01,314.0,323.0,148.0,99.0,3.0,40.0,85.0,143.0,327.0,103.0,65.0,104.0,219.0,21.0
2001-02-01,167.0,76.0,88.0,98.0,1.0,41.0,193.0,67.0,213.0,55.0,25.0,101.0,164.0,11.0
2001-03-01,615.0,164.0,213.0,390.0,25.0,76.0,395.0,139.0,540.0,136.0,26.0,290.0,199.0,48.0
2001-04-01,89.0,28.0,98.0,190.0,12.0,40.0,100.0,187.0,61.0,26.0,129.0,80.0,120.0,38.0
2001-05-01,65.0,27.0,53.0,109.0,1.0,5.0,8.0,16.0,57.0,15.0,17.0,9.0,20.0,8.0
2001-06-01,0.0,1.0,0.0,27.0,3.0,2.0,0.0,44.0,1.0,0.0,5.0,5.0,4.0,0.0
2001-07-01,2.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,0.0,3.0,0.0
2001-08-01,0.0,0.0,2.0,2.0,2.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,16.0,0.0
2001-09-01,12.0,32.0,1.0,8.0,0.0,2.0,1.0,11.0,41.0,23.0,17.0,19.0,10.0,0.0
2001-10-01,28.0,1.0,47.0,86.0,2.0,14.0,8.0,72.0,48.0,12.0,14.0,11.0,112.0,11.0
2001-11-01,107.0,44.0,15.0,87.0,1.0,6.0,46.0,42.0,104.0,30.0,15.0,13.0,89.0,3.0
2001-12-01,65.0,51.0,22.0,150.0,1.0,19.0,53.0,57.0,69.0,45.0,31.0,11.0,151.0,8.0
2002-01-01,18.0,9.0,64.0,15.0,0.0,2.0,169.0,7.0,58.0,62.0,4.0,6.0,70.0,9.0
2002-02-01,231.0,102.0,146.0,135.0,8.0,81.0,329.0,436.0,265.0,78.0,312.0,177.0,206.0,74.0
2002-03-01,312.0,60.0,179.0,181.0,3.0,80.0,94.0,56.0,354.0,81.0,58.0,121.0,180.0,46.0
2002-04-01,201.0,42.0,69.0,85.0,1.0,41.0,100.0,23.0,137.0,91.0,61.0,80.0,122.0,34.0
2002-05-01,15.0,21.0,2.0,151.0,0.0,3.0,18.0,14.0,25.0,18.0,2.0,1.0,10.0,0.0
2002-06-01,7.0,3.0,1.0,52.0,0.0,1.0,0.0,30.0,7.0,20.0,0.0,3.0,0.0,0.0
2002-07-01,4.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
