date,precipitacion_asuncion_mm,precipitacion_chilete_mm,precipitacion_contumaza_mm,precipitacion_granjaporcon_mm,precipitacion_huacraruro_mm,precipitacion_livis_mm,precipitacion_llapa_mm,precipitacion_magdalena_mm,precipitacion_montegrande_mm,precipitacion_quebradahonda_mm,precipitacion_quilcate_mm,precipitacion_sanjuan_mm,precipitacion_talla_mm
1977-11-01,8.6,14.4,69.0,149.5,52.7,84.8,69.1,17.3,NA,24.8,104.9,56.8,1.0
1977-12-01,4.1,14.4,115.7,85.0,51.4,42.6,102.5,49.6,NA,35.9,100.8,74.7,0.0
1978-01-01,5.8,0.3,14.5,40.0,30.0,14.5,12.4,NA,NA,46.6,114.0,16.3,0.0
1978-02-01,6.6,51.5,51.3,105.5,96.3,81.8,134.2,66.0,NA,15.6,6.0,131.1,6.1
1978-03-01,69.0,40.8,100.9,51.5,137.3,101.3,89.2,37.3,NA,21.7,75.8,115.2,3.9
1978-04-01,31.2,5.1,200.0,99.0,63.5,11.3,68.6,10.1,NA,33.3,30.9,61.1,0.0
1978-05-01,NA,8.0,161.0,88.2,115.4,33.8,66.4,27.8,NA,0.0,32.3,58.5,0.0
1978-06-01,NA,NA,NA,NA,NA,0.0,0.0,NA,NA,0.0,12.5,NA,0.0
1978-07-01,NA,NA,14.0,25.8,1.6,0.0,23.3,NA,NA,0.0,8.0,5.3,0.0
1978-08-01,NA,NA,NA,NA,0.5,0.0,0.0,NA,NA,0.0,NA,NA,0.0
1978-09-01,0.9,6.0,188.4,66.9,31.2,25.4,66.8,10.8,NA,10.0,12.5,31.1,1.4
1978-10-01,24.1,NA,139.2,70.4,19.5,3.0,47.1,0.4,NA,29.1,18.7,22.7,0.0
1978-11-01,14.0,NA,128.0,191.0,82.6,6.0,77.3,7.4,NA,38.1,35.7,32.6,0.0
1978-12-01,4.2,12.9,135.0,196.0,NA,43.6,95.9,9.0,NA,31.6,56.0,62.4,1.8
1979-01-01,35.9,8.1,87.0,33.4,NA,24.0,77.7,24.4,NA,36.4,52.7,99.5,0.7
1979-02-01,33.1,43.1,716.0,56.9,NA,74.9,132.9,102.0,NA,37.6,78.6,114.3,2.3
1979-03-01,122.9,104.0,2368.0,123.4,NA,189.3,254.9,121.8,NA,61.0,106.8,282.7,7.5
1979-04-01,2.4,3.0,584.0,20.6,NA,26.0,69.6,10.0,NA,55.7,52.4,35.0,5.1
1979-05-01,3.4,0.0,42.0,18.0,NA,0.0,21.2,8.5,NA,51.3,52.8,7.4,0.0
1979-06-01,NA,0.0,NA,2.9,NA,0.0,75.9,0.0,NA,0.0,3.3,1.0,0.0
1979-07-01,NA,0.8,NA,11.3,NA,2.8,7.3,2.5,NA,0.0,16.2,NA,0.0
1979-08-01,NA,0.0,93.0,12.1,NA,10.4,58.5,3.9,NA,0.0,33.0,5.2,0.0
1979-09-01,NA,0.0,NA,39.1,NA,3.2,58.6,3.5,NA,2.0,22.4,23.8,0.0
1979-10-01,NA,0.0,NA,16.1,NA,0.0,3.0,0.0,NA,0.6,46.6,NA,0.0
1979-11-01,2.3,0.0,22.0,9.1,NA,0.0,25.4,4.3,NA,12.3,23.8,19.6,0.0
1979-12-01,NA,2.5,47.0,36.0,NA,26.3,45.0,0.0,NA,34.0,10.2,23.0,0.0
1980-01-01,7.0,2.0,269.0,23.2,NA,7.7,20.5,5.8,NA,37.3,29.9,36.8,0.0
1980-02-01,NA,6.1,111.0,12.1,NA,39.7,42.2,9.4,NA,32.5,21.1,50.5,1.2
1980-03-01,24.7,36.7,812.0,55.6,NA,42.5,116.0,72.3,NA,46.9,66.7,135.0,0.3
1980-04-01,NA,0.0,98.0,23.2,160.1,18.3,77.9,14.0,NA,40.6,7.5,73.6,0.0
1980-05-01,4.5,0.8,20.0,24.5,1.2,7.3,16.1,6.7,NA,57.5,14.5,2.0,1.3
1980-06-01,NA,0.0,NA,3.9,13.5,0.0,5.2,2.4,NA,0.0,9.5,6.4,0.0
1980-07-01,NA,0.0,NA,0.0,NA,0.0,4.8,0.0,NA,0.9,0.0,NA,0.0
1980-08-01,0.2,0.0,NA,1.9,8.4,0.0,17.9,0.0,NA,1.2,10.3,2.6,0.0
1980-09-01,NA,0.0,NA,0.7,NA,0.0,5.6,0.0,NA,40.8,16.7,3.3,0.0
1980-10-01,60.4,21.4,535.0,82.4,261.0,112.2,149.6,64.3,NA,25.3,45.3,123.9,0.0
1980-11-01,60.7,0.0,289.0,72.9,99.3,15.1,48.7,22.2,NA,36.0,143.1,73.1,0.0
1980-12-01,34.0,26.8,58.8,53.7,266.4,42.3,100.7,45.3,NA,30.3,55.4,79.5,0.9
1981-01-01,15.6,41.6,82.3,94.1,204.4,83.3,73.0,41.4,NA,41.4,39.8,133.3,3.1
1981-02-01,46.6,80.2,180.9,287.3,524.0,183.2,232.0,151.3,NA,54.1,130.6,311.5,3.8
1981-03-01,100.9,33.0,123.5,190.0,327.6,129.3,138.6,58.5,NA,69.3,31.8,176.9,16.3
1981-04-01,5.6,6.5,22.7,153.1,114.9,33.2,66.3,1.2,NA,45.6,49.7,26.3,0.0
1981-05-01,NA,0.0,0.0,65.6,15.0,4.3,28.8,6.7,NA,33.4,31.5,8.5,0.0
1981-06-01,NA,0.0,0.0,0.0,NA,0.0,16.1,0.0,NA,16.4,40.7,0.0,0.0
1981-07-01,NA,0.0,0.0,0.0,NA,1.5,11.3,0.0,NA,0.9,12.1,0.0,0.0
1981-08-01,NA,0.0,0.0,0.0,NA,7.9,36.6,0.0,NA,1.4,36.7,1.3,1.5
1981-09-01,NA,0.0,0.0,0.0,NA,0.0,32.7,0.0,NA,11.7,14.5,0.0,0.0
1981-10-01,NA,13.4,39.5,161.6,NA,76.1,115.6,25.1,NA,14.7,96.9,87.9,0.0
1981-11-01,NA,7.0,15.8,60.3,NA,28.7,55.5,2.8,NA,50.0,38.9,77.2,1.8
1981-12-01,NA,12.4,28.2,83.8,NA,14.1,146.8,11.8,NA,27.3,44.6,96.2,0.0
1982-01-01,NA,20.5,46.3,56.8,NA,30.9,95.0,34.6,NA,63.8,28.3,98.5,0.0
1982-02-01,NA,0.0,48.9,19.2,NA,31.7,59.5,31.5,NA,67.0,27.9,110.8,0.0
1982-03-01,NA,10.1,3.2,72.2,NA,28.5,93.8,25.6,NA,62.9,48.6,111.7,0.5
1982-04-01,NA,31.7,66.5,32.6,NA,40.0,104.3,33.6,NA,38.1,82.4,54.2,3.3
1982-05-01,NA,2.7,5.3,34.2,NA,20.0,63.8,0.0,NA,25.2,49.2,0.0,0.0
1982-06-01,NA,0.0,0.0,NA,NA,6.5,29.2,0.0,NA,1.3,13.6,0.0,0.0
1982-07-01,NA,0.0,0.0,NA,NA,2.2,19.7,0.0,NA,0.8,13.8,0.0,0.0
1982-08-01,NA,0.0,0.0,NA,NA,0.0,23.1,0.0,NA,1.2,0.0,3.5,0.0
1982-09-01,NA,8.6,8.8,NA,NA,42.5,75.4,19.3,NA,15.7,70.8,13.9,1.9
1982-10-01,NA,14.2,15.3,NA,NA,24.7,170.0,21.1,NA,25.5,60.0,61.9,2.4
1982-11-01,NA,16.9,22.2,NA,NA,35.7,93.6,42.3,NA,11.8,37.8,38.0,4.9
1982-12-01,NA,39.2,130.6,NA,NA,132.2,162.4,29.8,NA,47.1,30.1,106.2,10.3
1983-01-01,NA,95.4,383.2,NA,NA,173.9,284.0,16.5,NA,52.8,54.5,123.0,2.1
1983-02-01,NA,10.1,0.0,NA,NA,105.0,122.0,45.7,NA,43.4,31.0,72.4,25.0
1983-03-01,NA,NA,616.5,NA,NA,271.0,262.3,155.2,NA,45.7,38.2,275.9,94.9
1983-04-01,NA,NA,448.6,NA,NA,253.6,207.6,210.5,NA,35.5,20.8,163.9,76.0
1983-05-01,NA,NA,0.0,NA,NA,10.7,53.4,33.7,NA,21.2,6.8,9.2,7.8
1983-06-01,NA,NA,3.0,NA,NA,9.6,30.4,16.4,NA,4.0,8.2,5.8,0.0
1983-07-01,NA,NA,0.0,NA,NA,0.0,6.2,0.0,NA,0.0,17.5,0.0,0.0
1983-08-01,NA,NA,0.0,NA,NA,2.2,0.0,0.0,NA,0.0,11.5,0.0,0.0
1983-09-01,NA,NA,0.0,NA,NA,27.7,69.8,19.7,NA,6.7,7.0,0.0,0.0
1983-10-01,NA,NA,55.2,NA,NA,30.6,82.4,9.3,NA,29.2,40.7,0.0,3.3
1983-11-01,NA,NA,24.0,NA,NA,15.8,57.4,11.1,NA,80.0,48.3,0.0,1.1
1983-12-01,NA,NA,73.0,NA,NA,100.6,156.4,121.6,NA,106.7,71.0,96.8,2.9
1984-01-01,NA,NA,52.0,0.0,NA,54.6,56.4,14.3,NA,74.7,28.1,52.6,0.0
1984-02-01,NA,NA,395.5,0.8,NA,274.1,380.8,291.6,NA,166.8,183.9,318.5,8.0
1984-03-01,NA,NA,59.0,5.4,NA,150.1,238.9,33.0,NA,95.8,59.2,182.8,0.9
1984-04-01,NA,NA,96.2,134.0,NA,40.7,119.3,63.9,NA,150.4,127.2,56.4,0.0
1984-05-01,NA,NA,5.0,0.0,NA,46.6,110.0,100.8,NA,59.5,34.3,118.6,0.0
1984-06-01,NA,NA,8.4,0.0,NA,26.7,40.7,0.0,NA,50.5,21.6,16.2,0.0
1984-07-01,NA,NA,18.0,60.0,NA,6.5,49.7,0.0,NA,9.6,5.0,8.5,0.0
1984-08-01,NA,NA,0.0,NA,NA,3.2,10.2,8.5,NA,58.4,37.4,0.0,0.0
1984-09-01,NA,NA,16.2,NA,NA,3.0,30.6,NA,NA,64.4,56.7,0.0,0.0
1984-10-01,NA,NA,90.1,NA,NA,39.9,170.9,NA,NA,183.1,32.9,35.9,0.0
1984-11-01,NA,NA,30.9,NA,NA,29.0,71.9,NA,NA,118.1,36.3,0.0,0.0
1984-12-01,NA,7.4,55.1,NA,NA,30.1,48.4,0.0,NA,122.6,43.5,32.4,0.0
1985-01-01,NA,0.6,43.8,NA,NA,29.5,35.1,NA,NA,139.5,70.2,33.6,0.0
1985-02-01,NA,18.8,91.2,NA,NA,51.7,93.6,NA,NA,51.4,34.8,35.5,0.0
1985-03-01,NA,0.9,58.2,NA,NA,127.3,73.0,NA,NA,40.5,43.1,20.7,0.0
1985-04-01,NA,5.4,31.2,NA,NA,19.9,82.8,NA,NA,83.2,9.5,25.0,0.0
1985-05-01,NA,10.7,18.6,NA,NA,12.7,39.1,NA,NA,0.0,7.0,15.1,0.0
1985-06-01,NA,0.0,0.0,NA,NA,10.5,0.0,NA,NA,106.4,0.0,0.0,0.0
1985-07-01,NA,0.0,10.2,0.0,NA,0.0,3.5,NA,NA,0.0,15.3,0.0,0.0
1985-08-01,NA,7.5,31.8,0.0,NA,0.0,21.5,NA,NA,38.6,9.0,0.0,0.5
1985-09-01,NA,8.0,62.1,0.9,NA,19.0,57.3,NA,NA,70.6,43.2,19.0,0.0
1985-10-01,NA,2.2,16.2,6.0,NA,10.6,37.8,NA,NA,75.3,41.7,0.8,0.0
1985-11-01,NA,0.3,8.6,0.8,NA,0.0,32.3,NA,NA,68.1,10.7,20.8,0.0
1985-12-01,NA,12.1,20.4,0.0,NA,30.9,110.3,NA,NA,110.6,25.2,88.1,0.0
1986-01-01,NA,71.8,93.8,155.0,NA,134.6,153.8,NA,NA,109.3,56.3,137.7,4.9
1986-02-01,NA,13.6,12.6,41.0,NA,40.4,89.3,NA,NA,133.6,63.5,107.6,0.0
1986-03-01,NA,32.0,179.3,6.0,NA,38.5,137.7,NA,NA,75.9,21.5,180.3,0.0
1986-04-01,NA,76.3,191.0,43.6,NA,131.2,145.5,NA,NA,197.9,11.2,204.5,0.0
1986-05-01,NA,3.0,45.0,106.6,NA,0.0,60.1,NA,NA,184.6,13.5,16.0,0.0
1986-06-01,NA,0.9,0.0,0.0,NA,0.0,0.0,0.0,NA,0.0,18.2,0.0,0.0
1986-07-01,NA,0.0,6.0,0.0,NA,0.0,0.0,0.0,NA,120.1,25.7,0.0,0.0
1986-08-01,NA,2.3,0.0,50.0,NA,20.0,58.2,0.0,NA,34.2,42.0,9.6,0.0
1986-09-01,NA,0.0,0.0,10.9,NA,0.0,3.6,0.0,NA,15.4,37.0,0.0,0.0
1986-10-01,NA,5.0,0.0,33.0,NA,4.4,63.9,9.0,NA,165.6,19.2,32.2,0.0
1986-11-01,NA,6.8,0.0,51.8,NA,22.3,68.2,0.0,NA,116.3,44.0,103.8,5.8
1986-12-01,NA,17.4,91.8,133.2,NA,37.0,131.7,NA,NA,162.6,56.3,279.9,1.6
1987-01-01,NA,45.0,378.0,315.7,NA,209.4,185.8,25.7,NA,194.3,28.5,234.9,0.0
1987-02-01,NA,62.8,284.3,118.5,NA,105.4,102.0,127.0,NA,86.8,56.3,182.2,18.7
1987-03-01,NA,12.6,240.1,126.5,NA,65.5,57.9,8.0,NA,91.8,148.0,82.1,0.0
1987-04-01,NA,26.9,15.6,85.3,NA,0.0,127.5,16.6,NA,23.9,51.5,96.9,3.0
1987-05-01,NA,0.0,0.0,68.6,NA,0.0,0.0,0.0,NA,0.0,56.0,2.7,0.0
1987-06-01,NA,0.0,0.0,0.0,NA,0.0,0.0,0.0,NA,0.0,15.0,0.0,0.0
1987-07-01,NA,5.6,18.0,0.0,NA,4.6,10.1,0.0,NA,0.0,34.0,0.0,0.0
1987-08-01,NA,12.1,0.0,0.0,NA,2.1,40.3,11.0,NA,62.7,28.8,9.0,0.0
1987-09-01,NA,1.6,7.7,60.5,NA,13.9,19.8,4.0,NA,51.1,11.0,13.3,0.0
1987-10-01,NA,0.0,1.6,122.7,NA,5.3,33.8,5.0,NA,106.8,29.0,9.5,0.0
1987-11-01,NA,11.9,29.8,161.6,NA,31.2,113.4,9.8,NA,191.8,46.5,64.3,1.5
1987-12-01,NA,0.0,7.7,NA,NA,2.0,31.7,98.9,NA,88.5,31.0,61.0,0.0
1988-01-01,NA,40.2,79.6,305.5,NA,97.6,43.2,59.0,NA,48.2,43.0,183.7,3.9
1988-02-01,NA,22.5,74.6,176.9,NA,118.7,140.4,25.5,NA,30.5,26.5,171.7,3.5
1988-03-01,NA,11.8,41.6,63.6,NA,27.0,53.9,35.0,NA,2.6,60.5,54.8,0.0
1988-04-01,NA,42.9,89.0,167.3,NA,64.1,207.9,69.5,NA,99.9,35.0,123.5,2.5
1988-05-01,NA,3.5,14.9,18.6,NA,1.8,31.6,0.0,NA,142.6,33.0,4.1,0.5
1988-06-01,NA,1.2,0.0,15.6,NA,0.0,6.2,0.4,NA,48.9,30.5,3.7,0.0
1988-07-01,NA,0.0,0.0,6.4,NA,0.0,7.1,0.0,NA,14.7,29.2,0.0,0.0
1988-08-01,NA,0.0,0.0,5.3,NA,0.0,10.8,0.0,NA,21.1,43.4,6.2,0.0
1988-09-01,NA,0.0,1.9,30.6,NA,11.1,11.8,3.0,NA,46.1,53.2,13.1,0.0
1988-10-01,NA,8.1,8.0,133.7,NA,10.7,114.4,13.6,NA,187.9,56.4,56.2,0.0
1988-11-01,NA,14.1,32.4,112.6,NA,13.9,63.7,17.4,NA,112.4,70.2,98.2,0.0
1988-12-01,NA,2.4,9.0,127.6,NA,4.3,1.2,18.0,NA,186.22,31.0,62.9,0.0
1989-01-01,NA,41.1,105.1,188.7,NA,85.6,93.7,32.5,NA,146.8,36.3,116.0,24.4
1989-02-01,NA,85.6,243.7,216.8,NA,293.1,274.1,64.6,NA,164.9,28.5,289.6,12.2
1989-03-01,NA,42.9,175.9,77.8,NA,89.3,240.2,23.0,NA,230.9,32.0,244.3,0.0
1989-04-01,NA,44.0,163.2,89.9,NA,77.2,224.0,38.0,NA,117.6,29.2,90.9,0.0
1989-05-01,NA,12.0,6.8,18.5,NA,4.6,19.3,1.7,NA,51.2,14.2,15.2,1.5
1989-06-01,NA,1.1,7.8,0.0,NA,1.5,18.2,0.0,NA,17.8,12.5,15.2,0.0
1989-07-01,NA,0.0,0.0,0.0,NA,0.0,0.0,0.0,NA,0.0,25.0,0.0,0.0
1989-08-01,NA,0.0,0.0,0.0,NA,5.0,3.0,0.0,NA,8.3,7.0,1.5,0.0
1989-09-01,NA,7.9,14.6,46.5,NA,9.7,37.5,0.0,NA,81.6,17.0,41.3,0.0
1989-10-01,NA,25.4,49.1,75.9,NA,34.7,139.6,0.0,NA,192.2,23.5,124.1,0.9
1989-11-01,NA,4.3,22.4,51.5,NA,10.0,33.8,0.0,NA,48.3,17.5,9.4,0.0
1989-12-01,NA,0.0,0.0,0.0,NA,0.0,5.1,0.0,NA,13.4,9.0,0.0,0.0
1990-01-01,NA,30.9,42.9,29.7,NA,27.5,87.9,13.0,NA,38.5,93.6,126.4,0.0
1990-02-01,NA,33.3,70.3,84.7,NA,52.1,146.8,17.6,NA,121.9,35.5,115.3,3.0
1990-03-01,NA,28.4,100.1,0.0,NA,76.2,84.1,29.7,NA,95.2,8.5,155.7,2.7
1990-04-01,NA,7.3,19.2,127.2,NA,17.6,78.2,10.6,NA,152.2,19.0,51.7,0.0
1990-05-01,NA,3.9,0.5,33.1,NA,2.0,21.0,6.6,NA,10.0,21.0,30.5,0.0
1990-06-01,NA,7.5,14.9,35.6,NA,29.2,37.4,3.0,NA,23.6,9.0,26.9,0.0
1990-07-01,NA,0.0,0.0,0.9,NA,0.0,0.0,0.0,NA,85.9,8.5,3.3,0.0
1990-08-01,NA,0.0,0.0,0.6,NA,0.0,0.0,0.0,NA,0.0,15.5,0.5,0.0
1990-09-01,NA,0.0,0.0,139.7,NA,8.0,55.8,0.0,NA,0.0,27.0,0.7,0.0
1990-10-01,NA,20.3,28.4,262.0,NA,48.6,107.0,4.4,NA,244.7,53.0,75.1,0.0
1990-11-01,NA,20.7,34.4,250.2,NA,49.5,123.8,11.8,NA,151.5,50.5,134.7,6.9
1990-12-01,NA,3.7,7.6,103.6,NA,29.3,73.5,9.8,NA,67.8,31.0,94.8,3.5
1991-01-01,NA,0.0,4.6,94.7,NA,0.0,33.5,3.6,NA,59.9,28.0,26.7,0.0
1991-02-01,NA,32.3,89.2,355.5,NA,56.1,118.9,13.6,0.0,104.5,40.4,91.8,8.9
1991-03-01,NA,57.5,173.2,440.2,NA,82.3,231.4,21.4,0.0,257.1,80.0,194.3,1.7
1991-04-01,NA,29.6,125.8,248.6,NA,45.4,110.0,58.3,5.5,137.9,16.2,82.2,3.1
1991-05-01,NA,4.4,26.2,287.0,NA,18.1,45.6,2.2,0.0,48.9,19.0,8.1,0.2
1991-06-01,NA,0.0,0.0,6.3,NA,0.0,9.1,0.0,0.0,8.5,2.0,2.0,0.0
1991-07-01,NA,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,6.7,5.0,0.0,0.0
1991-08-01,NA,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-09-01,NA,0.0,1.5,78.7,NA,11.2,5.4,0.7,0.0,9.6,4.5,3.9,0.0
1991-10-01,NA,14.9,34.8,157.6,NA,56.5,72.2,14.3,0.0,21.3,3.0,50.0,0.0
1991-11-01,NA,25.6,48.8,221.5,NA,45.3,58.1,43.1,2.3,93.9,18.0,38.2,1.9
1991-12-01,NA,18.3,25.0,250.1,NA,27.1,123.8,25.4,1.4,128.5,43.5,87.1,1.7
1992-01-01,NA,20.4,46.7,170.1,NA,61.6,122.5,45.5,5.0,83.9,34.0,139.3,3.2
1992-02-01,NA,14.0,42.4,74.1,NA,73.1,48.0,27.3,5.5,37.4,34.0,56.9,0.4
1992-03-01,NA,33.8,189.1,137.1,NA,166.3,149.3,72.9,14.3,15.4,28.0,141.5,2.8
1992-04-01,NA,24.2,79.6,119.1,NA,97.0,88.0,34.2,83.0,95.4,20.5,177.1,16.6
1992-05-01,NA,14.4,11.4,107.7,NA,42.9,49.4,25.9,8.7,66.7,16.0,46.6,1.9
1992-06-01,NA,8.4,8.6,62.4,NA,6.5,41.6,6.2,0.0,33.5,15.0,30.3,0.0
1992-07-01,NA,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,17.5,0.9,0.0
1992-08-01,NA,0.0,0.0,24.0,NA,0.0,5.0,0.0,0.0,18.8,17.5,2.3,0.0
1992-09-01,NA,1.5,21.4,135.5,NA,7.5,75.6,8.5,0.0,107.2,30.5,76.3,0.9
1992-10-01,NA,8.4,3.2,119.2,NA,31.1,119.0,21.5,0.0,75.3,7.0,148.9,0.1
1992-11-01,NA,0.0,3.6,75.7,NA,22.2,44.0,1.5,0.0,146.0,15.7,46.6,0.0
1992-12-01,NA,3.3,0.0,174.2,NA,12.6,52.8,1.9,0.0,61.5,27.0,29.3,0.0
1993-01-01,NA,24.9,51.6,147.6,NA,72.2,106.9,51.1,6.6,122.8,61.0,102.8,0.4
1993-02-01,NA,78.7,318.8,190.6,NA,238.4,162.0,91.7,28.0,82.6,34.5,205.1,14.2
1993-03-01,NA,131.4,347.1,374.3,NA,237.0,266.6,208.9,63.6,384.3,72.3,286.5,7.2
1993-04-01,NA,44.3,144.7,437.8,NA,57.3,142.8,82.4,0.0,165.8,41.0,141.1,6.1
1993-05-01,NA,6.2,19.5,102.7,NA,34.2,73.7,19.6,1.9,0.0,30.5,27.6,2.2
1993-06-01,NA,0.0,0.0,19.8,NA,0.0,0.0,0.0,0.0,71.7,30.0,1.2,0.0
1993-07-01,NA,0.0,0.0,0.0,NA,0.7,8.0,0.0,0.0,10.8,11.5,5.3,0.0
1993-08-01,NA,0.0,3.2,18.4,NA,1.1,2.2,0.0,0.0,54.2,18.5,2.0,0.1
1993-09-01,NA,5.2,33.0,82.6,NA,4.1,63.8,8.3,0.0,68.4,58.5,33.8,0.1
1993-10-01,NA,21.7,55.5,137.5,NA,30.9,118.6,45.9,0.0,107.1,116.0,109.2,3.7
1993-11-01,NA,9.2,59.8,206.3,NA,24.4,69.1,23.7,5.4,183.4,25.5,80.2,2.5
1993-12-01,NA,30.8,50.3,452.6,NA,26.3,172.2,44.7,0.0,219.2,125.0,174.6,0.0
1994-01-01,NA,20.3,110.2,475.4,NA,71.2,150.6,61.1,0.0,227.2,116.0,194.4,0.0
1994-02-01,NA,53.3,115.4,373.5,NA,144.1,177.0,105.4,17.7,118.1,101.5,223.9,7.4
1994-03-01,NA,88.9,188.1,531.9,NA,197.4,143.3,NA,2.0,184.7,172.7,270.8,12.3
1994-04-01,NA,21.0,52.6,267.5,NA,95.1,163.8,53.3,0.0,311.5,49.7,154.8,2.7
1994-05-01,NA,3.6,22.1,329.1,NA,11.8,48.9,5.7,0.0,7.5,58.5,38.6,0.4
1994-06-01,NA,1.4,0.0,18.6,NA,10.7,10.1,0.0,0.0,0.0,18.0,4.2,5.0
1994-07-01,NA,0.0,1.0,0.0,NA,2.5,0.0,0.0,0.0,0.0,20.5,0.0,0.0
1994-08-01,NA,0.0,0.0,22.2,NA,0.0,0.0,0.0,0.0,11.3,12.5,0.0,0.0
1994-09-01,NA,1.2,5.8,104.8,NA,7.3,34.5,7.1,0.0,95.2,23.5,13.9,0.0
1994-10-01,NA,0.0,0.0,252.8,NA,5.3,16.6,3.0,0.0,24.3,18.5,9.6,0.1
1994-11-01,NA,7.0,27.0,NA,NA,35.3,109.0,18.7,0.0,122.5,80.0,65.3,0.4
1994-12-01,NA,20.9,29.5,142.5,NA,51.0,103.8,50.6,4.1,71.7,59.0,215.7,6.3
1995-01-01,NA,28.9,105.8,100.7,NA,102.4,94.2,28.1,2.3,86.7,116.8,120.5,6.8
1995-02-01,NA,89.8,94.8,228.8,NA,122.4,134.9,82.2,13.3,134.7,89.1,211.3,6.2
1995-03-01,NA,34.4,107.3,217.7,NA,71.6,155.6,94.9,0.0,190.3,179.8,126.2,0.6
1995-04-01,NA,15.8,59.8,127.8,NA,40.0,91.9,47.7,0.0,73.3,143.3,78.5,0.5
1995-05-01,NA,6.8,5.5,112.7,NA,6.6,45.6,12.6,5.0,86.9,49.7,26.0,0.0
1995-06-01,NA,0.0,2.3,12.6,NA,9.1,10.8,2.2,0.0,21.6,9.7,2.9,0.0
1995-07-01,NA,0.5,5.0,51.8,NA,1.1,20.2,0.0,0.0,7.5,24.2,3.4,0.0
1995-08-01,NA,0.0,0.0,48.9,NA,0.0,25.2,0.0,0.0,0.0,22.0,0.4,0.0
1995-09-01,NA,0.0,0.0,54.9,NA,8.7,44.1,2.9,0.0,58.6,20.1,7.4,0.1
1995-10-01,NA,2.9,15.7,93.1,NA,22.2,65.8,18.2,0.0,122.6,87.7,54.9,0.0
1995-11-01,NA,2.2,35.8,125.9,NA,8.1,67.4,10.7,0.0,81.2,129.4,52.0,0.0
1995-12-01,NA,30.7,58.8,244.0,NA,91.9,112.3,44.7,11.0,176.8,200.7,119.8,0.0
1996-01-01,NA,42.9,90.2,237.8,NA,74.3,151.6,65.3,7.9,91.0,93.0,164.3,1.1
1996-02-01,NA,46.7,161.1,407.5,NA,180.1,224.3,103.4,14.1,147.0,204.3,204.7,8.0
1996-03-01,NA,92.8,209.6,312.4,NA,136.9,244.5,123.2,21.4,129.6,217.8,301.4,6.8
1996-04-01,NA,29.6,66.3,141.3,NA,40.2,62.8,61.4,0.0,86.7,109.5,75.5,0.2
1996-05-01,NA,1.1,5.8,59.7,NA,0.6,23.3,1.6,1.2,70.8,51.5,10.1,0.0
1996-06-01,NA,0.0,8.1,49.7,NA,0.0,3.0,3.7,0.0,29.5,15.3,13.0,0.0
1996-07-01,NA,0.5,0.0,0.0,NA,0.0,2.0,0.0,0.0,21.8,4.7,0.0,0.0
1996-08-01,NA,0.0,0.9,20.3,NA,5.8,6.9,0.5,0.0,77.4,46.8,6.0,1.1
1996-09-01,NA,0.7,5.9,48.5,NA,0.4,32.1,6.3,0.9,47.0,56.0,12.1,0.0
1996-10-01,NA,5.2,23.1,232.9,NA,31.0,108.1,17.3,0.0,196.0,154.6,64.1,0.6
1996-11-01,NA,0.0,0.6,80.6,NA,7.9,41.8,8.8,0.0,68.1,75.7,32.6,0.0
1996-12-01,NA,3.5,2.5,58.6,NA,15.8,38.7,0.0,1.7,40.2,38.4,28.6,1.6
1997-01-01,NA,0.0,13.6,186.9,NA,15.1,44.4,13.3,0.0,128.4,70.1,70.0,0.0
1997-02-01,NA,40.2,172.1,190.3,NA,126.2,174.1,84.8,15.9,146.9,170.5,182.2,5.9
1997-03-01,NA,18.4,64.2,123.2,NA,48.7,66.1,28.6,0.0,89.0,77.3,66.5,0.0
1997-04-01,NA,6.2,125.3,260.0,NA,54.4,96.1,41.9,15.7,108.2,146.0,107.4,3.8
1997-05-01,NA,0.0,14.0,81.0,NA,1.8,14.2,0.0,0.0,57.9,40.6,22.8,0.0
1997-06-01,NA,0.0,7.4,4.1,NA,14.3,12.5,0.0,0.0,18.0,69.3,11.7,0.0
1997-07-01,NA,0.0,0.0,39.0,NA,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0
1997-08-01,NA,0.0,0.0,9.9,NA,0.0,5.9,0.0,0.0,1.2,0.4,0.0,0.0
1997-09-01,NA,13.8,28.6,80.5,NA,20.1,57.1,47.9,9.0,31.5,55.3,49.1,0.5
1997-10-01,NA,12.0,15.7,171.2,NA,38.1,49.4,33.6,2.4,NA,67.1,80.2,4.0
1997-11-01,NA,34.1,86.2,301.6,NA,82.4,149.1,80.8,10.4,NA,213.0,136.1,3.3
1997-12-01,NA,59.7,284.0,305.1,NA,317.6,179.6,144.0,113.5,NA,124.2,272.4,46.0
1998-01-01,436.5,70.3,373.1,168.5,NA,337.2,209.3,125.4,102.6,NA,108.3,300.8,59.1
1998-02-01,481.0,109.9,524.0,380.5,NA,427.0,297.1,192.7,348.4,NA,217.5,421.4,178.2
1998-03-01,474.4,142.2,438.0,298.7,NA,561.3,322.0,283.1,452.0,NA,191.4,359.5,94.5
1998-04-01,180.7,28.9,145.9,243.2,NA,139.3,202.5,65.3,9.9,NA,171.9,153.0,6.2
