date,precipitacion_cabanaconde_mm,precipitacion_tisco_mm,precipitacion_huambo_mm,precipitacion_madrigal_mm,precipitacion_chivay_mm,precipitacion_sibayo_mm,precipitacion_chuquibamba_mm,precipitacion_condoroma_mm,precipitacion_crucero_mm,precipitacion_imata_mm,precipitacion_angostura_mm,precipitacion_frayle_mm,precipitacion_pane_mm,precipitacion_caylloma_mm,precipitacion_yanque_mm,precipitacion_calera_mm,precipitacion_sumbay_mm,precipitacion_visuyo_mm,precipitacion_huanca_mm,precipitacion_aplao_mm,precipitacion_pampademajes_mm,precipitacion_porpera_mm,precipitacion_pampadearrieros_mm
1973-01-01,147.1,297.71,58.25,87.82,156.4,190.34,15.0,281.52,330.5,245.1,262.9,145.7,260.4,273.11,150.9,175.51,147.1,297.02,133.37,0.01,9.21,149.02,59.6
1973-02-01,141.9,190.21,110.61,67.01,103.0,134.51,127.54,161.48,209.2,190.6,192.3,77.4,241.8,173.33,130.2,135.3,114.22,172.01,17.16,12.2,45.11,87.71,85.0
1973-03-01,133.1,159.2,137.28,77.4,120.4,149.51,67.52,134.57,135.5,144.8,170.3,67.1,161.4,160.11,101.4,72.7,85.4,156.31,35.73,1.02,2.3,125.93,57.0
1973-04-01,119.2,81.1,7.44,51.11,67.8,68.01,2.31,54.02,64.6,31.4,105.41,20.8,112.6,107.51,56.5,79.21,64.6,87.7,0.7,0.01,0.01,35.42,0.0
1973-05-01,0.0,15.9,0.03,2.11,0.8,1.41,0.0,11.86,0.0,11.1,6.54,0.0,10.6,12.41,13.1,2.5,0.0,7.72,0.0,0.0,0.2,15.61,0.0
1973-06-01,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,1.7,0.0,0.2,0.71,0.0,5.61,0.0,0.51,0.0,0.0,0.1,1.1,0.0
1973-07-01,0.0,8.2,0.05,0.0,3.2,4.7,0.0,1.65,5.2,4.3,3.6,0.5,4.4,4.11,3.2,0.8,0.09,2.51,0.0,0.0,0.0,10.5,0.0
1973-08-01,32.0,10.2,16.36,7.0,12.2,8.0,0.0,14.16,11.2,7.8,4.32,4.0,6.4,3.53,10.2,192.1,17.38,6.9,3.3,0.01,3.0,16.11,4.3
1973-09-01,21.3,31.05,21.07,22.82,31.1,37.52,0.0,17.43,31.0,41.1,26.74,24.0,38.0,21.51,30.4,2.7,26.51,27.81,6.8,0.32,0.0,33.41,17.5
1973-10-01,0.0,7.63,0.0,0.01,0.0,5.72,0.0,31.8,9.12,9.1,6.93,1.2,9.7,19.3,6.2,4.45,0.03,13.41,0.0,0.0,0.0,13.21,0.0
1973-11-01,4.9,60.56,0.05,6.9,10.7,30.0,0.0,83.74,5.8,27.5,65.92,13.3,38.8,72.31,18.1,2.2,5.43,64.82,0.0,0.0,0.0,31.82,0.0
1973-12-01,12.9,53.82,4.36,12.81,16.7,69.51,0.0,41.79,43.62,24.5,123.6,1.4,79.4,112.91,36.9,53.9,20.92,109.41,0.0,0.0,0.55,43.13,3.4
1974-01-01,179.3,290.13,172.73,159.72,180.0,223.4,16.91,298.78,264.31,342.8,214.5,156.2,265.44,274.7,216.21,127.4,252.41,313.0,68.05,0.03,4.0,163.42,119.2
1974-02-01,160.4,172.87,122.17,87.61,117.3,132.02,31.04,129.39,169.81,203.7,242.6,70.6,183.34,220.01,125.92,121.9,61.6,169.22,58.22,0.01,0.5,114.22,82.1
1974-03-01,47.7,44.7,44.1,20.71,21.9,38.21,34.91,16.09,97.63,68.5,80.11,20.1,83.43,65.0,42.7,132.2,59.4,75.8,3.66,0.0,0.0,44.94,21.9
1974-04-01,26.0,80.64,14.37,24.71,44.0,56.6,0.0,50.44,85.9,52.2,42.11,20.6,71.08,45.55,63.94,29.9,90.0,101.0,11.11,0.0,0.0,59.61,13.2
1974-05-01,0.0,1.51,0.43,0.0,0.0,0.0,0.0,0.48,0.0,0.0,5.4,0.0,0.74,1.2,0.0,20.82,0.0,3.3,0.0,0.0,0.0,1.8,0.0
1974-06-01,5.7,14.42,7.51,12.1,10.0,16.0,0.0,11.68,19.71,24.8,7.4,2.7,0.05,12.91,16.41,3.3,3.6,9.7,0.0,0.0,0.0,10.1,0.0
1974-07-01,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.44,1.8,0.8,0.4,0.0,0.14,3.51,3.2,0.0,0.0,0.3,0.0,0.0,0.0,0.51,0.0
1974-08-01,66.1,111.1,46.36,55.82,56.4,70.9,16.11,76.62,77.0,56.6,60.21,51.4,6.03,49.21,114.21,10.5,72.4,79.42,35.8,2.02,0.8,104.33,53.6
1974-09-01,0.0,9.33,1.63,0.0,6.2,0.71,0.0,8.41,1.36,1.4,4.55,0.6,6.83,3.71,19.92,5.22,0.0,7.6,0.01,0.0,0.0,15.21,0.0
1974-10-01,0.0,4.3,0.06,0.0,0.0,0.0,0.0,4.66,5.0,0.0,2.63,0.0,7.93,5.72,0.0,11.91,0.0,7.31,0.0,0.0,0.0,6.82,0.0
1974-11-01,0.0,7.45,0.03,0.01,0.0,9.8,0.0,12.58,0.0,5.1,24.0,0.9,17.86,17.3,0.02,4.6,2.5,12.31,0.0,0.0,0.0,23.72,0.0
1974-12-01,31.3,50.22,17.73,33.31,38.3,49.2,2.1,71.52,25.6,60.0,46.52,23.9,77.39,73.21,81.7,73.2,42.3,105.5,1.11,0.01,0.0,30.04,15.2
1975-01-01,97.0,146.61,78.1,88.42,89.9,132.7,40.31,161.87,148.8,161.8,190.31,88.1,215.16,189.3,118.9,151.63,133.8,133.2,16.31,0.01,0.7,130.41,34.3
1975-02-01,190.2,246.71,131.8,154.23,135.8,182.1,114.51,202.67,156.0,180.6,226.2,125.6,185.66,211.42,121.4,137.22,192.4,215.21,52.42,2.21,0.3,172.7,110.4
1975-03-01,137.3,122.42,81.7,106.53,110.8,118.9,57.1,101.34,115.7,92.5,151.7,97.5,115.8,150.8,90.7,150.1,359.4,167.5,50.31,0.0,1.2,136.84,95.9
1975-04-01,6.5,30.2,7.3,5.22,24.8,25.6,2.81,23.83,27.8,21.8,29.81,0.0,46.67,28.61,16.53,10.61,0.0,21.5,2.82,0.02,0.0,22.21,29.2
1975-05-01,4.5,20.8,11.5,4.91,14.7,18.6,0.5,15.8,8.4,11.7,28.02,1.16,18.19,34.5,11.1,16.21,0.0,30.91,0.5,0.0,0.0,15.84,0.0
1975-06-01,0.0,3.2,0.8,0.0,1.6,1.7,0.0,2.94,0.0,1.1,3.74,1.25,0.37,2.82,0.0,1.82,0.0,7.31,0.02,0.0,0.0,0.32,0.0
1975-07-01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.01,0.0,21.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1975-08-01,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,1.13,0.0,0.1,2.0,0.0,6.35,0.0,1.8,0.0,0.0,0.0,0.56,0.0
1975-09-01,0.0,8.01,0.1,0.0,0.0,0.0,0.0,10.77,16.9,1.0,15.81,0.0,17.06,12.91,0.4,55.92,0.0,2.21,0.0,0.0,0.0,3.25,0.0
1975-10-01,0.0,48.3,0.0,2.61,6.4,26.02,0.0,36.92,16.5,18.3,59.03,8.3,21.74,58.8,5.52,6.22,3.3,28.6,0.01,0.0,0.0,30.09,0.0
1975-11-01,0.0,1.41,0.0,0.0,0.0,2.2,0.0,6.57,7.0,7.6,12.72,0.0,30.91,11.01,0.0,4.93,0.0,4.9,0.0,0.0,0.0,0.0,0.0
1975-12-01,82.1,131.4,29.9,80.41,132.4,152.6,5.71,192.66,217.8,157.3,195.44,106.9,222.95,159.52,96.1,85.6,111.9,106.06,11.12,0.02,0.0,104.6,57.7
1976-01-01,213.1,153.02,138.3,155.51,195.5,170.41,188.9,203.06,178.9,137.8,185.81,117.1,251.85,182.3,168.4,50.02,115.3,152.75,11.1,8.81,2.2,88.31,99.5
1976-02-01,130.9,107.7,97.3,58.03,81.9,102.2,109.4,79.29,72.7,76.9,193.12,89.2,130.29,184.61,78.4,193.3,151.72,171.43,49.82,0.01,0.0,63.21,81.8
1976-03-01,114.7,166.73,71.0,73.51,103.2,92.2,20.2,187.59,83.6,111.5,158.02,59.3,141.41,166.51,124.7,140.01,165.02,125.33,27.73,1.3,1.5,86.72,62.6
1976-04-01,0.0,41.64,11.6,3.4,13.3,23.9,16.4,35.9,12.1,20.4,33.52,6.1,35.79,31.71,9.91,6.07,0.0,25.92,0.0,0.0,0.0,17.8,0.0
1976-05-01,0.0,9.3,0.0,2.01,4.3,8.7,0.0,9.71,0.0,9.9,7.81,2.8,3.14,12.32,2.9,4.1,0.0,6.64,0.0,0.0,0.0,13.3,0.0
1976-06-01,0.0,7.5,0.0,0.0,0.0,0.03,0.0,3.55,0.0,0.9,8.53,0.4,1.21,5.1,0.0,0.0,0.0,0.18,0.0,0.0,0.0,3.0,0.0
1976-07-01,2.4,4.56,2.9,2.91,10.3,4.6,0.0,73.02,15.0,9.5,2.94,3.61,3.99,2.22,7.9,2.72,12.4,14.91,0.02,1.4,0.0,6.0,0.0
1976-08-01,0.0,2.31,0.0,2.52,11.1,10.3,0.0,5.99,16.6,18.7,8.34,2.9,30.85,10.8,9.21,0.0,13.3,42.37,0.01,0.0,0.0,7.5,0.0
1976-09-01,43.5,58.9,33.9,39.62,43.9,68.61,11.4,63.98,53.7,73.7,56.63,30.41,39.1,51.4,54.0,8.21,33.5,23.66,17.31,0.02,0.0,26.1,36.2
1976-10-01,0.0,0.5,0.0,0.0,0.0,0.0,0.0,8.77,3.0,0.1,3.93,0.0,10.01,2.8,0.0,35.44,0.0,9.78,0.0,0.0,0.0,3.0,0.0
1976-11-01,0.0,0.6,0.0,0.0,0.0,0.0,0.0,2.54,6.3,0.0,1.05,0.0,15.81,0.8,0.0,66.51,0.0,6.08,0.0,0.0,0.0,0.5,0.0
1976-12-01,27.5,71.92,29.5,34.21,38.2,59.4,0.0,86.26,63.0,77.1,58.15,23.7,105.09,58.44,48.41,36.03,36.41,105.91,3.1,0.0,0.0,34.7,0.0
1977-01-01,37.2,67.01,27.6,46.1,33.6,55.9,15.4,70.21,48.9,54.1,56.71,66.7,38.27,53.8,33.2,160.1,50.11,70.16,36.1,0.0,0.0,53.21,39.1
1977-02-01,194.9,239.22,90.7,151.11,165.6,179.9,162.1,169.05,166.6,173.7,277.6,94.3,176.76,272.43,135.0,34.01,157.4,176.1,69.1,1.81,1.8,112.0,50.3
1977-03-01,71.9,118.81,44.2,113.52,67.7,129.92,20.6,95.64,233.9,132.7,144.54,105.9,166.52,145.03,47.51,61.45,119.31,188.57,27.3,0.0,0.0,62.02,49.2
1977-04-01,0.0,7.12,0.0,0.0,2.1,0.5,0.0,7.76,2.0,0.8,4.14,1.5,28.03,11.82,2.1,59.7,0.0,7.64,0.0,0.0,0.0,4.5,0.0
1977-05-01,0.0,4.11,0.0,0.0,0.0,0.0,0.0,1.36,0.0,1.3,3.72,0.0,1.32,8.2,0.0,0.0,0.0,13.16,0.0,0.0,0.0,1.0,0.0
1977-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.18,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1977-07-01,0.0,2.33,0.0,0.0,0.0,2.3,0.0,5.15,10.2,1.9,2.03,0.01,0.6,1.11,0.02,2.5,0.0,13.0,0.0,0.0,0.0,3.2,0.0
1977-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,34.5,0.0,0.0,0.0,4.19,0.0,0.0,0.02,0.0,12.8,0.0,0.0,0.0,0.0,0.0
1977-09-01,1.1,11.7,0.0,0.01,4.5,12.4,2.0,18.6,0.0,5.2,26.14,6.4,6.65,33.5,0.0,5.3,15.61,9.01,1.01,0.01,0.0,7.8,0.0
1977-10-01,6.4,16.23,5.6,12.62,23.1,39.5,1.9,28.32,72.1,8.9,34.32,14.3,27.37,27.7,15.1,14.02,35.7,36.97,0.0,0.0,0.0,14.4,0.0
1977-11-01,12.2,110.22,12.5,47.61,48.5,78.71,0.0,54.7,80.6,93.9,110.45,51.0,80.14,117.24,59.9,43.83,47.31,55.49,6.8,0.0,0.0,49.8,9.0
1977-12-01,16.8,50.81,9.3,28.6,39.8,53.8,3.5,25.3,99.7,70.2,94.53,48.4,108.6,83.11,41.7,84.34,46.13,85.39,1.61,0.02,0.0,29.61,12.9
1978-01-01,93.9,317.6,86.7,115.71,94.8,142.6,30.3,235.8,152.2,244.9,331.4,135.6,264.95,282.8,94.71,68.42,70.7,265.11,9.92,0.3,0.0,140.2,39.6
1978-02-01,14.9,24.11,6.2,4.0,12.0,15.7,21.2,39.2,7.9,36.8,58.11,11.5,39.15,53.5,6.1,22.2,29.8,173.84,0.0,0.0,0.0,20.6,0.0
1978-03-01,39.7,78.7,14.7,26.91,34.3,54.12,7.1,45.9,69.0,85.1,70.22,37.8,93.99,54.6,31.1,104.6,33.3,104.52,16.01,0.32,0.0,32.9,28.0
1978-04-01,10.2,68.92,1.3,30.51,42.4,63.4,0.0,46.7,0.0,50.5,41.81,29.8,29.21,45.91,46.6,33.0,42.4,17.57,1.6,0.0,0.0,22.7,0.0
1978-05-01,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0.17,0.61,0.0,5.6,0.0,3.64,0.0,0.0,0.0,1.0,0.0
1978-06-01,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.7,1.6,0.0,2.45,5.92,0.11,0.5,0.0,1.18,0.0,0.0,0.0,3.0,0.0
1978-07-01,7.7,0.0,2.3,0.6,4.1,0.04,0.0,0.0,0.0,0.0,0.02,2.5,0.0,0.3,20.5,0.8,3.6,0.11,0.0,0.0,0.0,0.0,4.4
1978-08-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.01,1.34,0.0,3.73,0.0,0.08,0.0,0.0,0.0,0.0,0.0
1978-09-01,0.0,2.3,0.0,0.0,0.0,0.0,0.0,6.4,26.9,0.0,8.03,0.0,7.1,14.5,0.0,20.82,0.0,5.94,0.0,0.0,0.0,4.51,0.0
1978-10-01,0.0,26.94,0.0,0.91,17.6,14.91,2.4,25.0,27.9,16.7,38.74,4.7,25.04,51.51,16.6,15.27,12.2,24.95,0.0,0.0,0.0,8.9,0.0
1978-11-01,30.5,78.6,20.3,2.11,9.0,66.52,12.2,94.6,68.6,77.8,102.85,71.8,81.08,119.42,36.41,14.05,66.02,52.05,27.2,0.0,0.0,69.8,22.8
1978-12-01,4.6,60.01,2.7,9.0,14.9,50.91,0.0,93.4,44.4,76.52,102.84,19.5,89.71,86.8,16.9,64.82,58.5,79.28,0.0,0.0,0.0,58.4,0.0
1979-01-01,35.3,127.43,23.4,21.51,45.9,103.2,12.3,151.2,116.2,85.2,130.03,20.2,73.33,127.85,58.12,104.49,24.5,83.76,2.42,0.0,0.0,75.91,15.1
1979-02-01,15.4,88.03,26.8,16.3,18.4,35.91,2.82,71.91,51.9,44.3,71.43,17.6,159.65,151.43,17.93,104.21,0.0,175.57,3.12,0.0,0.0,40.31,14.8
1979-03-01,122.8,123.3,85.4,104.03,92.2,126.8,52.7,165.3,123.1,100.92,141.43,90.1,147.05,107.67,128.81,132.94,209.5,142.17,27.21,0.0,0.0,85.7,61.1
1979-04-01,0.0,16.52,0.0,0.0,3.0,4.62,0.0,22.1,9.7,5.3,25.14,0.0,29.12,13.95,6.8,35.82,0.0,18.71,0.01,0.0,0.0,13.7,0.0
1979-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1.21,0.0,0.41,0.4,0.0,11.37,0.0,1.0,0.0,0.0,0.0,2.0,0.0
1979-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.42,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0
1979-07-01,0.0,2.5,0.0,0.0,1.5,0.8,0.0,1.5,3.4,0.5,2.92,0.0,0.37,3.5,7.11,0.59,0.0,4.78,0.0,0.0,0.0,1.5,0.0
1979-08-01,0.0,2.51,0.0,0.0,0.0,0.41,0.0,1.4,16.0,1.6,2.7,0.0,5.38,0.83,0.0,2.61,0.0,19.42,0.0,0.0,0.0,0.0,0.0
1979-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.22,0.0,0.12,2.89,0.2,5.34,0.0,5.68,0.0,0.0,0.0,0.0,0.0
1979-10-01,34.4,59.21,21.6,23.72,17.6,38.8,10.7,29.4,52.8,21.9,48.82,4.2,51.21,36.36,20.2,14.06,22.41,45.94,7.9,0.0,0.0,21.7,5.0
1979-11-01,3.4,71.2,0.0,6.72,38.8,60.2,0.0,52.3,60.8,59.6,73.23,34.3,73.26,79.82,21.8,12.85,27.6,34.5,5.11,0.0,0.0,28.4,5.8
1979-12-01,35.6,93.71,18.6,35.51,43.9,78.2,1.8,113.6,71.9,115.0,119.03,31.0,89.78,93.01,21.71,79.4,60.4,105.19,0.03,0.0,0.0,65.9,17.6
1980-01-01,26.0,72.5,26.8,33.41,27.01,50.3,23.2,63.1,22.72,49.1,106.01,14.4,22.27,72.27,15.4,121.0,23.1,52.29,12.61,0.0,0.0,27.6,15.6
1980-02-01,39.0,43.1,23.6,28.3,55.5,49.91,13.41,51.0,33.3,62.7,50.51,25.3,77.89,159.95,44.41,97.5,7.3,145.08,0.41,0.01,0.8,31.01,18.5
1980-03-01,102.5,183.6,39.4,95.81,67.9,130.4,14.6,134.5,129.5,118.01,213.86,50.0,143.71,146.19,112.8,119.33,71.7,132.29,14.81,0.0,0.0,78.7,46.5
1980-04-01,0.0,2.22,0.0,2.3,0.0,8.51,0.0,10.3,0.5,7.6,25.65,3.0,24.62,8.36,2.6,28.28,0.0,9.26,7.0,0.01,0.0,12.2,0.0
1980-05-01,0.0,0.0,1.6,1.1,0.0,0.02,0.0,3.6,0.72,0.3,2.22,1.1,4.22,3.13,0.2,12.37,0.8,10.26,0.0,0.0,0.0,0.01,0.0
1980-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.0,0.02,0.0,0.09,0.13,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980-07-01,0.0,13.5,0.0,0.0,0.0,10.7,0.0,10.3,11.31,6.5,0.6,1.0,5.59,5.6,3.81,1.52,4.1,12.86,0.2,0.0,0.0,4.6,0.0
1980-08-01,0.0,25.9,0.0,0.0,0.0,8.0,0.0,5.21,2.03,3.9,3.44,0.0,15.57,1.86,2.1,1.12,0.0,17.58,0.0,0.0,0.0,8.0,0.0
1980-09-01,2.4,28.1,0.6,21.1,26.0,30.5,0.0,42.9,22.85,11.1,34.23,3.4,8.97,21.43,28.6,6.99,6.6,16.21,0.0,0.0,0.0,18.5,0.0
1980-10-01,6.52,94.1,16.8,50.81,65.7,69.52,0.0,70.6,83.51,93.5,123.71,51.7,41.91,88.21,55.5,10.39,69.0,114.96,2.52,0.0,0.0,36.1,10.5
1980-11-01,5.41,2.1,4.3,4.51,2.4,2.3,0.0,5.1,9.66,6.8,28.02,0.0,40.08,37.72,4.2,10.18,0.0,23.5,0.01,0.0,0.0,0.3,0.0
1980-12-01,21.7,30.2,7.9,27.71,34.0,40.3,17.5,26.4,30.11,26.7,87.51,18.9,82.09,79.22,21.0,51.47,39.2,78.35,10.01,0.3,0.02,19.01,21.6
1981-01-01,72.4,208.2,48.7,111.2,109.4,177.8,31.0,169.4,224.21,196.0,251.33,90.4,264.96,230.55,96.8,99.58,101.31,304.59,29.2,1.01,0.3,113.8,47.01
1981-02-01,137.9,254.39,109.4,139.61,118.4,175.8,77.8,202.3,165.12,260.9,256.0,147.3,177.39,188.89,113.2,166.35,139.8,195.84,40.85,2.72,0.01,110.0,95.86
1981-03-01,82.6,52.0,23.6,16.71,17.6,59.91,57.8,41.1,113.53,75.3,67.3,26.6,91.4,113.39,14.31,128.44,52.9,124.99,25.83,0.7,1.31,33.7,27.43
1981-04-01,20.21,73.0,19.51,41.5,41.6,51.8,24.0,55.3,40.0,50.3,55.72,55.2,48.15,54.73,103.1,15.53,42.92,67.59,11.02,0.52,0.17,35.0,46.7
1981-05-01,0.0,2.0,0.0,0.0,0.0,3.3,0.0,5.0,0.0,0.0,5.91,0.0,0.39,1.27,0.1,7.79,0.0,0.11,0.0,0.0,0.0,2.0,0.0
1981-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,1.94,0.03,0.0,0.09,0.0,0.03,0.0,0.0,0.0,0.0,0.0
1981-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,1.51,0.0,0.05,0.0,0.0,0.0,0.0,0.0
1981-08-01,31.5,46.8,15.6,29.2,33.7,31.0,0.5,43.6,17.8,28.1,47.01,17.1,1.59,2.78,40.9,4.88,25.5,10.44,0.02,0.0,0.01,20.7,0.01
1981-09-01,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.12,2.6,32.62,0.2,9.19,12.51,5.1,6.25,7.1,40.02,0.0,0.0,0.12,1.5,0.0
1981-10-01,0.0,24.8,0.0,0.0,0.0,2.91,0.0,17.5,7.6,1.5,47.52,0.0,9.32,10.21,0.0,22.2,0.0,22.47,0.0,0.0,0.0,9.5,0.0
1981-11-01,8.4,52.3,2.6,14.61,28.2,12.6,0.0,27.0,25.8,12.2,52.71,4.4,41.89,19.83,0.0,15.32,1.12,14.42,0.4,0.0,0.0,21.9,0.0
1981-12-01,54.0,110.6,34.7,82.71,42.4,87.4,0.0,79.2,89.4,88.8,113.92,55.9,125.8,121.99,88.0,79.33,54.6,88.39,2.61,0.0,0.0,44.9,29.1
1982-01-01,64.4,161.0,24.8,18.31,91.6,118.51,3.6,142.9,235.72,115.0,192.72,35.1,148.3,201.26,76.0,64.67,57.8,124.1,2.95,0.01,0.0,90.3,41.0
1982-02-01,81.8,45.9,39.4,33.22,52.7,52.7,17.1,65.8,63.72,45.6,99.91,49.1,104.54,142.45,44.3,92.67,44.22,149.32,23.3,0.02,0.0,29.1,47.7
1982-03-01,13.5,122.8,25.6,52.2,79.7,114.9,11.9,123.9,211.22,114.1,198.72,50.2,142.75,125.65,84.7,71.69,73.2,154.91,11.5,0.01,1.31,57.02,8.5
1982-04-01,0.0,34.91,0.0,19.03,9.5,31.11,1.5,60.4,36.81,28.0,57.74,13.0,56.26,37.46,15.2,22.5,23.3,64.37,0.01,0.0,0.17,30.92,3.0
1982-05-01,0.0,0.0,0.0,0.0,0.0,0.8,0.0,1.8,0.0,0.0,0.0,0.0,0.69,0.61,0.0,10.3,1.5,0.66,0.0,0.0,0.0,0.0,0.0
1982-06-01,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.0,0.04,0.0,0.22,0.17,0.0,0.01,0.0,0.05,0.0,0.01,0.0,0.0,0.0
1982-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.05,0.15,0.0,0.64,0.0,0.16,0.0,0.0,0.0,0.0,0.0
1982-08-01,0.0,0.0,0.0,0.0,0.0,87.9,0.01,1.1,0.13,0.0,3.45,0.0,0.0,0.02,0.0,0.65,5.1,0.0,0.0,0.0,0.0,0.6,0.0
1982-09-01,9.2,80.9,3.7,30.91,39.1,56.1,0.02,44.3,19.9,19.3,64.74,16.0,38.94,23.36,42.8,6.43,1.84,29.31,0.94,0.01,0.0,14.2,13.4
1982-10-01,11.7,105.5,10.8,25.2,38.1,78.5,0.39,63.1,40.8,35.7,106.83,15.6,47.75,36.41,26.0,9.97,57.43,79.43,0.27,0.0,0.0,37.8,7.6
1982-11-01,36.7,150.5,19.7,42.11,61.3,104.41,0.1,105.5,79.9,80.8,146.7,29.9,78.4,106.83,47.8,27.88,10.76,50.46,6.45,0.0,0.0,62.3,14.3
1982-12-01,0.0,70.0,21.6,28.51,26.4,16.2,0.0,40.1,9.7,9.5,50.23,19.9,66.13,59.86,19.4,64.29,11.26,69.93,0.73,0.01,0.0,15.0,11.6
1983-01-01,10.4,46.7,3.1,0.4,13.4,15.21,3.51,41.9,40.4,28.41,94.72,14.99,5.56,58.8,25.4,91.94,72.88,43.12,1.42,0.0,0.1,19.4,0.0
1983-02-01,15.5,93.7,16.5,13.91,14.6,37.32,5.18,63.0,28.3,36.31,125.6,8.8,79.84,134.47,17.1,110.08,11.29,153.13,12.33,0.0,2.61,28.3,6.8
1983-03-01,19.5,81.0,33.8,7.6,13.8,38.91,6.45,58.11,42.0,33.7,82.43,71.1,46.18,72.71,11.3,128.06,35.0,81.19,3.94,0.0,1.31,25.3,5.49
1983-04-01,28.7,47.9,31.4,16.0,11.0,31.51,1.59,53.6,59.7,30.5,42.73,7.4,50.52,61.66,34.0,28.35,23.0,43.95,0.27,0.01,0.0,24.8,0.22
1983-05-01,7.7,12.0,0.0,0.0,5.0,12.1,0.02,12.1,0.0,8.8,8.21,0.3,3.64,9.85,9.9,0.26,0.0,5.12,0.0,0.0,0.0,4.2,0.05
1983-06-01,0.0,0.52,0.0,0.0,0.0,2.4,0.0,0.0,0.0,2.0,2.44,0.0,1.8,13.7,4.1,3.2,0.0,11.45,0.0,0.0,0.0,0.0,0.0
1983-07-01,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.23,0.0,14.53,0.0,0.0,0.0,0.0,0.0,0.5,0.0
1983-08-01,0.0,0.02,0.3,0.0,0.0,1.02,0.0,0.0,0.0,1.5,0.02,0.8,1.27,0.91,46.3,8.11,0.0,0.43,0.19,0.0,0.0,0.0,0.06
1983-09-01,13.2,35.2,6.7,22.6,0.0,34.91,0.01,17.31,20.81,8.0,42.33,4.9,31.49,40.03,0.0,2.62,0.0,24.99,0.16,0.0,0.0,7.9,0.04
1983-10-01,0.0,18.0,0.0,0.0,0.0,19.5,0.0,18.1,0.0,0.6,44.8,0.0,13.33,12.49,3.6,12.12,0.0,6.93,0.0,0.0,0.0,12.3,0.01
1983-11-01,0.0,2.5,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,1.63,0.0,10.42,3.07,0.0,4.51,0.0,2.79,0.0,0.0,0.0,0.0,0.0
1983-12-01,10.2,32.4,31.1,7.91,5.0,38.71,0.71,65.2,39.51,33.4,88.34,28.6,82.47,89.61,22.8,60.88,6.51,103.72,9.25,0.0,0.0,39.11,0.62
1984-01-01,79.2,178.4,59.9,78.4,111.05,181.4,17.8,197.5,174.42,183.71,199.75,79.0,143.72,188.3,113.5,154.8,90.64,240.05,19.41,0.0,0.0,97.7,34.4
1984-02-01,209.5,256.01,124.3,129.0,167.2,192.2,96.55,252.3,218.41,185.5,196.85,113.0,242.98,204.05,180.6,175.39,144.6,183.79,62.0,1.1,0.02,117.8,96.6
1984-03-01,182.4,284.8,106.9,113.52,180.8,205.9,74.88,200.8,180.8,135.5,266.3,79.7,138.93,152.58,177.0,60.67,68.4,162.8,57.31,14.31,0.91,110.5,73.9
1984-04-01,3.6,11.1,0.0,12.31,6.7,15.5,0.65,30.2,11.3,12.2,34.53,0.0,31.76,28.31,10.3,40.33,0.0,43.45,0.05,0.0,0.17,13.0,0.0
1984-05-01,0.0,10.51,0.0,0.0,0.0,2.2,0.0,7.5,9.61,1.2,4.29,0.0,14.69,20.38,0.0,19.92,0.0,10.21,0.0,0.0,0.38,3.8,0.0
1984-06-01,4.2,3.0,2.8,11.4,14.8,5.9,0.0,5.91,1.31,3.82,6.34,11.2,0.01,6.28,12.9,0.05,13.8,1.09,0.0,0.0,0.27,3.0,24.1
