date,precipitacion_cabanaconde_mm,precipitacion_tisco_mm,precipitacion_huambo_mm,precipitacion_madrigal_mm,precipitacion_chivay_mm,precipitacion_sibayo_mm,precipitacion_chuquibamba_mm,precipitacion_condoroma_mm,precipitacion_crucero_mm,precipitacion_imata_mm,precipitacion_angostura_mm,precipitacion_frayle_mm,precipitacion_pane_mm,precipitacion_caylloma_mm,precipitacion_yanque_mm,precipitacion_calera_mm,precipitacion_sumbay_mm,precipitacion_visuyo_mm,precipitacion_huanca_mm,precipitacion_aplao_mm,precipitacion_pampademajes_mm,precipitacion_porpera_mm,precipitacion_pampadearrieros_mm
1984-07-01,0.0,0.02,0.0,0.0,0.0,0.8,0.0,1.01,3.11,0.0,1.16,0.0,0.12,1.25,0.0,0.29,0.0,0.88,0.0,0.0,0.15,0.0,0.0
1984-08-01,0.0,28.4,0.0,0.0,0.0,8.8,0.01,17.02,6.4,0.4,6.41,5.8,3.56,0.27,0.0,1.41,5.2,4.41,5.98,0.01,0.0,6.8,50.6
1984-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.4,0.3,0.4,0.67,0.0,1.56,3.64,0.0,6.81,0.0,15.26,0.0,0.0,0.12,0.0,0.0
1984-10-01,24.2,46.3,11.2,53.71,69.7,101.8,0.23,43.81,89.51,59.9,86.34,21.5,58.35,58.96,43.8,26.5,44.3,87.76,0.18,0.0,0.0,23.3,0.0
1984-11-01,51.0,135.5,35.4,75.8,79.4,145.8,0.49,175.1,135.7,71.3,93.51,62.8,71.12,116.22,77.46,42.94,115.3,75.91,22.96,0.4,0.0,94.3,74.7
1984-12-01,47.1,125.6,18.6,42.72,65.6,135.4,6.84,105.7,84.1,69.91,144.69,34.4,125.4,125.25,86.01,59.35,50.3,63.82,3.87,0.0,0.0,71.9,73.0
1985-01-01,0.0,32.9,0.0,9.8,29.0,25.51,2.05,34.3,66.01,38.2,33.12,22.1,34.29,77.11,8.5,85.86,48.23,45.57,10.23,0.0,0.0,14.9,20.3
1985-02-01,98.8,263.0,87.5,144.6,158.6,203.2,17.39,237.0,196.6,210.8,164.56,118.5,202.48,222.68,165.1,171.1,185.95,162.41,22.48,0.0,0.0,147.3,54.7
1985-03-01,94.1,134.41,37.4,20.8,99.4,109.0,73.8,97.3,138.1,165.0,110.06,56.8,172.49,339.6,29.3,161.53,79.21,261.76,7.97,0.01,0.1,60.3,57.0
1985-04-01,35.2,49.7,5.8,25.0,40.1,47.0,0.16,68.4,73.0,97.4,79.91,17.9,161.62,71.24,32.6,0.0,41.31,177.53,9.34,0.0,0.0,44.5,36.4
1985-05-01,0.0,10.01,0.0,1.22,8.7,9.9,0.0,27.43,20.0,14.5,9.14,3.0,31.5,14.47,1.2,11.56,0.16,15.71,0.0,0.0,0.0,17.1,0.0
1985-06-01,0.0,14.8,10.9,0.0,0.0,17.9,0.0,17.5,11.2,9.0,13.89,2.9,0.0,10.45,5.0,6.53,0.09,4.71,0.0,0.0,0.0,3.86,0.0
1985-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.6,0.0,0.56,0.0,0.17,1.33,0.0,0.29,0.07,1.58,0.0,0.0,0.0,0.14,0.0
1985-08-01,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.82,5.3,0.5,6.79,0.0,2.04,3.35,0.0,1.08,0.09,8.7,0.43,0.0,0.0,0.0,2.0
1985-09-01,0.0,15.4,0.0,0.01,5.0,9.3,0.0,24.53,14.2,3.4,10.65,7.5,13.73,11.53,5.9,11.9,1.38,16.9,0.06,0.0,0.12,8.7,0.0
1985-10-01,0.0,0.0,0.0,0.0,0.0,0.9,0.09,3.6,0.0,0.0,5.8,0.0,7.81,3.28,0.0,11.85,0.0,5.45,0.01,0.0,0.03,3.0,0.0
1985-11-01,12.8,70.0,3.5,51.4,26.4,50.3,0.04,56.03,82.8,80.4,36.15,24.3,66.37,64.01,26.4,11.22,4.52,32.48,1.33,0.0,0.2,28.1,27.8
1985-12-01,77.9,142.4,60.1,104.7,96.5,125.4,8.39,126.4,115.2,91.7,84.84,51.5,140.24,121.94,96.5,71.53,71.4,59.63,15.58,0.01,0.81,69.3,39.1
1986-01-01,132.4,105.9,132.2,107.0,97.0,144.5,46.16,153.4,140.81,119.6,100.59,113.5,250.26,177.35,103.0,138.29,115.24,126.17,63.04,2.12,0.92,73.7,226.9
1986-02-01,163.2,162.7,39.7,112.62,178.1,175.1,45.81,171.3,164.0,167.3,95.64,114.8,180.07,182.24,178.1,159.17,156.3,151.64,128.53,9.61,23.0,111.0,47.53
1986-03-01,222.3,178.9,23.6,70.23,135.9,189.0,58.23,194.7,181.81,145.8,106.25,81.4,158.65,145.48,135.9,54.12,236.04,163.32,20.01,0.0,1.31,91.1,76.1
1986-04-01,64.0,98.4,11.0,34.31,53.6,72.3,0.11,89.5,62.41,46.6,58.69,12.4,71.2,65.93,53.6,34.5,20.59,85.0,0.01,0.0,0.17,53.2,14.8
1986-05-01,0.0,12.5,0.0,3.7,0.0,4.5,0.01,4.0,3.91,0.9,5.86,0.6,21.33,2.84,0.0,8.34,0.02,5.74,0.02,0.02,0.38,8.2,2.0
1986-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.09,0.06,0.0,0.04,0.0,0.11,0.0,0.0,0.0,0.0,0.0
1986-07-01,0.0,2.73,0.0,0.0,0.0,0.0,0.02,0.0,2.5,1.7,0.56,2.7,5.98,3.55,0.0,0.35,1.2,5.63,0.0,0.0,0.0,1.0,0.0
1986-08-01,75.1,52.22,0.0,7.21,10.5,19.4,0.0,12.0,10.01,9.8,13.17,9.7,21.23,1.48,16.0,1.17,0.0,16.74,18.0,0.2,0.23,7.5,2.31
1986-09-01,55.2,18.11,0.0,0.0,3.6,12.1,0.0,17.4,2.4,2.1,9.0,0.0,4.81,7.14,0.0,15.41,0.0,17.85,0.0,0.10090909090909088,0.0,6.0,0.0
1986-10-01,0.0,11.0,0.0,0.0,1.5,3.4,0.0,5.1,0.61,3.0,5.66,0.0,12.73,12.77,0.0,18.91,0.0,9.8,0.0,0.0,0.0,9.4,0.0
1986-11-01,15.0,11.0,0.0,0.41,10.4,14.9,2.4,14.9,9.4,6.6,13.19,7.7,38.29,25.14,6.0,16.92,0.0,14.95,3.0,1.6,0.5,0.0,19.51
1986-12-01,114.7,149.6,92.0,63.31,105.5,129.2,32.14,180.8,90.7,135.7,99.21,95.4,107.53,107.38,91.86,78.33,61.1,123.51,83.53,0.91,3.5,64.1,123.6
1987-01-01,98.1,212.5,84.1,102.4,71.9,177.7,75.74,240.5,203.21,153.4,252.6,82.8,212.45,193.8,197.8,82.8,83.8,161.91,101.0,1.1,0.6,115.0,246.5
1987-02-01,203.9,42.9,20.7,38.41,28.6,32.3,9.0,45.0,38.61,54.7,54.53,13.3,80.94,187.16,122.7,75.2,18.2,184.21,26.0,0.01,2.61,18.1,28.73
1987-03-01,25.6,26.2,20.6,0.0,38.3,27.8,16.6,14.5,40.7,18.1,35.52,5.7,22.29,56.98,25.4,163.65,130.0,77.48,25.0,0.0,0.2,4.2,3.88
1987-04-01,0.0,23.6,0.0,0.0,5.0,11.5,0.01,21.4,0.0,9.5,21.92,0.1,23.37,9.5,0.0,33.23,5.0,6.04,0.01,0.0,0.17,9.04,0.0
1987-05-01,1.5,3.4,2.5,0.12,0.0,0.6,0.01,3.4,0.8,2.0,1.12,0.0,7.91,5.71,0.0,5.17,0.0,15.42,1.06,0.0,0.38,3.17,0.01
1987-06-01,0.0,2.1,0.0,0.0,0.0,1.6,0.0,1.41,0.0,2.0,2.22,2.6,5.91,2.3,0.0,1.34,2.6,15.98,0.0,0.0,0.27,0.6,0.0
1987-07-01,6.3,27.0,0.0,9.4,9.7,26.4,0.02,19.2,21.2,17.6,22.9,10.9,3.04,30.43,15.1,3.5,0.0,12.02,0.0,0.01,0.15,7.1,0.04
1987-08-01,0.0,4.5,0.0,0.0,0.0,11.3,0.0,6.0,1.8,0.4,13.13,0.07,1.95,1.16,8.1,3.09,0.0,5.68,0.02,0.0,0.23,2.0,0.0
1987-09-01,0.0,2.0,0.0,0.0,0.0,2.3,0.0,1.5,0.0,3.0,0.91,0.6,4.15,15.64,0.0,7.07,0.0,32.41,0.0,0.0,0.0,0.0,0.0
1987-10-01,13.3,23.3,42.8,10.91,7.5,32.8,4.5,14.4,15.3,15.1,36.91,7.5,27.52,27.13,17.4,13.74,10.0,32.87,19.0,0.01,0.11,10.1,0.06
1987-11-01,0.12,24.6,0.0,0.31,0.0,7.71,0.0,25.3,20.63,24.8,19.62,3.2,50.03,38.62,1.7,4.05,0.0,44.86,0.02,0.0,0.0,5.1,0.0
1987-12-01,2.5,29.0,0.0,2.4,0.0,5.4,0.0,20.53,28.52,13.11,40.44,0.2,86.17,71.95,12.6,42.54,0.0,59.44,0.45,0.0,0.0,11.3,22.0
1988-01-01,141.1,216.9,171.3,211.11,190.9,270.6,50.12,220.7,213.8,200.7,270.92,126.1,207.79,239.04,111.5,134.33,141.7,237.83,104.29,0.03,1.01,127.5,42.0
1988-02-01,12.5,72.5,49.7,48.41,18.8,85.9,11.0,95.71,52.0,35.0,143.83,30.8,96.49,124.23,37.2,101.98,54.4,185.69,24.9,0.01,0.0,40.2,52.0
1988-03-01,62.3,97.0,42.3,55.72,33.0,140.1,22.14,196.22,138.52,102.6,211.9,26.3,122.4,131.51,18.3,164.76,27.6,152.33,7.82,0.42,0.0,81.4,56.0
1988-04-01,16.5,63.5,4.0,23.41,12.2,75.3,0.2,72.6,79.2,65.3,103.13,52.8,69.63,72.5,40.0,9.97,95.4,105.95,0.21,0.0,0.17,61.2,3.78
1988-05-01,0.0,8.5,0.0,22.61,18.1,21.2,0.0,6.9,10.12,0.0,3.16,10.1,4.87,1.01,0.0,43.21,1.5,3.11,0.11,0.0,0.38,0.0,8.5
1988-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.01,0.0,0.28,0.0,0.02,0.0,0.0,0.27,0.0,0.0
1988-07-01,0.0,0.0,0.0,0.0,0.0,1.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.13,0.0,0.0,0.15,1.5,0.0
1988-08-01,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.24,0.0,1.15,0.07,0.09,0.0,0.0,0.0,0.0,0.0
1988-09-01,4.1,6.8,0.0,0.0,0.34,2.0,0.01,3.71,1.1,7.3,1.94,0.5,21.79,14.38,11.0,3.31,0.0,34.2,0.0,0.0,0.12,0.0,0.0
1988-10-01,0.0,0.0,0.0,2.8,0.0,6.71,0.71,14.0,10.9,8.0,18.04,5.5,17.6,22.42,9.9,7.84,0.0,24.35,0.0,0.0,0.0,9.2,0.0
1988-11-01,0.0,4.0,0.0,0.0,0.0,0.5,0.0,3.41,3.2,0.0,7.35,0.0,11.39,6.98,0.0,10.85,0.0,4.68,0.0,0.0,0.0,0.0,0.0
1988-12-01,50.7,30.2,57.2,48.8,22.8,78.6,10.43,97.81,82.4,38.1,74.24,14.5,129.7,96.85,35.7,78.71,11.1,111.99,5.27,0.0,0.0,37.0,20.1
1989-01-01,75.4,123.9,55.6,96.02,71.0,166.3,61.8,175.0,176.7,126.0,194.14,37.7,195.0,192.52,89.4,85.71,105.26425531914894,178.1,11.0,0.02,0.0,85.9,20.7
1989-02-01,110.7,93.0,131.7,120.46,56.4,152.11,221.02,144.9,91.8,75.6,154.8,119.3,162.73,171.26,137.2,105.99,243.8,194.44,77.28,0.53,3.1,69.4,208.8
1989-03-01,71.9,159.5,43.3,135.11,25.6,130.5,23.92,123.01,116.21,109.2,157.82,72.5,164.63,125.22,31.8,157.53,324.8,143.8,43.02,0.0,0.0,78.4,74.6
1989-04-01,14.1,50.7,36.6,78.93,15.4,67.11,0.35,41.2,34.92,52.7,43.33,32.8,75.4,62.25,19.4,9.01,109.7,54.29,1.82,0.0,0.17,26.1,5.5
1989-05-01,0.5,0.0,0.0,0.0,0.0,12.8,0.0,16.6,6.21,8.0,28.47,0.0,28.85,7.22,0.0,5.32,11.2,18.73,0.0,0.0,0.0,5.1,0.0
1989-06-01,0.0,0.0,6.6,0.01,0.26,13.2,0.0,2.4,4.01,1.7,11.43,1.4,0.0,4.33,0.0,5.9,19.9,3.08,0.0,0.0,0.27,7.5,0.0
1989-07-01,0.6,0.0,0.4,0.0,0.24,9.0,0.0,0.9,11.8,1.2,0.14,1.4,5.2,10.77,0.0,0.51,3.5,6.22,0.0,0.0,0.15,0.0,0.0
1989-08-01,3.0,3.0,0.0,6.3,0.0,4.7,0.01,10.91,3.71,0.3,11.88,0.0,1.88,0.11,0.0,0.74,0.0,6.87,0.0,0.0,0.23,3.3,0.0
1989-09-01,0.06,0.0,0.0,0.0,0.0,1.4,0.0,2.5,0.0,0.0,0.84,0.0,0.79,9.0,0.0,25.32,0.0,8.69,0.0,0.0,0.12,0.0,0.0
1989-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,4.32,3.72,1.0,10.48,0.0,12.37,14.71,0.0,13.43,0.0,12.15,0.0,0.0,0.0,0.0,0.0
1989-11-01,4.9,12.01,8.9,13.01,13.0,19.5,0.01,13.2,24.81,15.8,15.66,10.2,54.18,28.66,0.0,11.0,0.0,15.44,0.08,0.0,0.0,5.6,0.0
1989-12-01,0.0,4.0,0.0,0.01,0.0,2.2,0.0,9.21,12.7,3.8,29.63,0.3,59.96,56.8,0.0,55.23,0.0,69.23,0.07,0.0,0.55,5.8,0.0
1990-01-01,25.2,118.4,11.6,58.73,59.0,143.7,3.52,169.81,179.1,113.0,173.93,63.4,49.39,180.6,171.0,162.69,332.0,137.73,2.79,0.0,0.0,87.3,10.96
1990-02-01,9.5,27.6,6.4,11.62,26.2,32.3,13.22,41.82,30.21,21.2,56.31,11.4,95.18,119.01,2.2,62.34,86.0,140.25,2.76,0.0,2.61,25.5,8.42
1990-03-01,29.3,58.5,37.5,40.32,60.7,50.41,30.61,43.0,85.7,56.6,76.0,43.2,90.78,88.23,41.6,163.46,34.6,79.95,0.81,0.03,0.81,33.2,0.0
1990-04-01,0.4,25.6,50.4,6.8,7.25,12.0,0.0,35.0,41.7,23.6,39.15,9.6,41.21,53.55,8.5,43.36,0.8,37.04,1.15,0.0,0.17,4.5,0.6
1990-05-01,0.3,12.5,0.02,0.19,4.4,13.0,0.61,11.3,15.9,12.2,17.8,6.5,20.4,15.64,28.7,4.57,6.4,42.75,1.12,0.0,0.01,5.6,16.4
1990-06-01,10.5,39.5,34.1,24.31,52.4,33.9,0.9,44.9,45.6,29.7,34.81,93.0,0.03,22.88,47.8,9.85,5.4,32.9,0.0,0.01,0.02,18.3,50.5
1990-07-01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.7,0.0,5.68,0.0,0.08,0.0,0.0,0.0,0.0,0.0
1990-08-01,2.9,13.0,0.81,0.99,8.9,6.7,0.0,6.6,12.5,7.5,7.31,1.0,3.04,1.26,10.8,1.96,12.9,9.66,0.0,0.0,0.0,2.6,0.2
1990-09-01,0.0,5.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,8.72,0.0,0.16,1.56,0.0,7.52,0.0,4.56,0.0,0.0,0.12,0.0,0.0
1990-10-01,7.2,52.5,1.41,1.4,12.1,19.6,0.0,57.6,33.25,16.7,69.16,27.1,25.85,47.77,0.0,10.57,34.6,30.73,0.57,0.01,0.0,26.8,1.3
1990-11-01,61.6,104.68,8.32,49.31,63.0,105.8,11.41,126.61,91.8,109.3,107.32,57.0,89.65,127.58,51.7,24.58,26.9,67.06,4.28,0.0,6.1,50.8,29.3
1990-12-01,71.1,104.4,30.83,69.11,93.7,123.1,62.5,116.2,82.61,96.6,182.21,45.6,137.49,127.97,140.0,89.22,55.8,95.42,6.41,2.1,1.0,55.2,104.6
1991-01-01,35.7,150.6,46.4,86.9,122.1,162.1,3.24,192.8,135.52,114.2,153.32,73.2,178.5,166.87,122.5,182.23,30.5,179.91,37.73,0.0,0.01,111.7,51.5
1991-02-01,18.0,72.7,15.4,33.92,55.8,88.4,2.12,148.3,81.01,74.9,194.12,65.3,172.1,162.82,54.1,83.57,13.0,188.0,9.32,0.0,0.0,55.4,13.6
1991-03-01,22.2,162.3,63.2,36.83,127.4,128.4,51.4,124.82,138.3,133.9,167.54,81.8,153.1,149.99,72.6,121.79,281.2,175.81,2.14,0.9,11.6,67.4,57.0
1991-04-01,7.3,10.7,11.3,2.11,22.3,19.43,0.0,46.43,7.42,8.5,31.74,6.9,24.0,35.76,13.8,45.08,30.0,16.87,5.23,0.01,0.17,14.8,5.0
1991-05-01,2.6,3.5,0.0,0.0,0.0,2.8,0.0,4.5,1.7,0.0,14.11,0.0,1.5,0.56,0.0,32.04,0.0,8.11,0.0,0.0,0.0,8.5,0.0
1991-06-01,7.5,30.7,13.4,9.1,18.6,26.6,4.4,26.78,27.2,16.0,24.3,20.1,0.0,19.15,12.7,1.45,12.0,13.5,0.0,0.0,0.0,8.7,39.8
1991-07-01,0.0,3.0,0.0,0.0,0.0,0.01,0.0,1.1,0.0,0.0,1.12,0.0,3.0,0.19,0.0,2.38,0.0,0.11,0.0,0.0,0.15,0.0,0.0
1991-08-01,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.06,0.0,1.69,0.0,0.19,0.0,0.0,0.0,0.0,0.0
1991-09-01,0.0,3.5,0.0,0.01,0.0,6.6,0.0,9.0,2.1,0.0,5.66,0.0,5.7,9.83,2.0,19.12,0.0,10.06,0.0,0.0,0.12,4.5,0.0
1991-10-01,0.6,29.2,0.0,4.4,3.4,16.51,0.26,23.9,16.9,12.1,25.31,3.0,18.1,38.63,3.2,10.73,0.0,23.69,0.0,0.0,0.0,21.4,0.0
1991-11-01,16.1,48.6,8.2,12.1,51.4,54.2,2.68,75.3,23.5,31.4,83.12,9.9,29.9,85.25,43.5,6.61,84.3,20.13,0.07,0.0,1.5,33.2,0.0
1991-12-01,0.0,92.18,1.5,3.6,34.8,39.9,0.03,75.8,80.2,49.6,76.13,29.8,122.7,105.66,1.8,70.04,6.2,87.72,0.1,0.43755555555555564,0.0,15.7,0.9
1992-01-01,19.0,51.6,13.3,11.62,22.5,32.2,12.85,52.8,74.71,44.0,96.42,49.6,62.6,79.93,0.0,79.14,0.0,61.92,2.24,0.01,0.0,30.8,1.5
1992-02-01,4.7,73.8,0.0,1.52,26.5,47.8,1.54,63.21,102.0,42.9,101.42,9.1,100.1,164.88,26.9,114.26,86.9,129.84,2.66,0.0,0.0,41.9,0.0
1992-03-01,2.0,32.9,0.0,0.11,3.2,14.1,3.35,27.8,12.91,8.3,41.44,1.3,12.3,51.65,31.2,163.63,41.0,37.34,0.0,0.01,1.31,16.8,0.0
1992-04-01,1.4,4.8,0.0,0.01,0.0,0.0,0.12,8.6,7.81,5.0,3.52,0.0,22.2,18.06,0.0,66.66,16.0,18.25,0.04,0.0,0.0,2.8,0.0
1992-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.02,0.0,0.0,0.67,0.0,8.17,0.0,1.91,0.0,2.82,11.1,3.0,0.0
1992-06-01,2.2,2.7,0.8,0.0,0.07,5.3,0.0,4.3,0.9,2.5,7.25,0.0,0.0,9.88,0.0,12.61,27.0,3.24,0.0,0.0,4.2,2.8,0.0
1992-07-01,0.0,2.8,0.0,0.2,0.01,0.5,0.0,2.5,1.4,0.3,1.7,0.0,0.0,4.18,0.8,1.9,0.0,1.88,0.0,0.0,0.0,3.2,0.0
1992-08-01,4.4,40.0,4.0,3.41,0.04,22.1,0.06,37.4,18.0,4.5,61.12,0.0,50.8,0.67,6.2,0.84,31.0,12.42,0.0,0.0,0.0,21.0,0.0
1992-09-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,4.81,0.0,0.0,1.44,0.0,5.31,0.0,5.71,0.0,0.0,0.0,0.2,0.0
1992-10-01,3.8,25.2,0.9,5.02,24.4,25.0,0.11,23.8,7.8,7.3,34.12,2.6,28.6,23.61,15.5,15.64,11.9,23.95,0.1,0.0,0.0,13.5,0.0
1992-11-01,0.4,24.7,0.0,2.3,8.6,18.9,0.21,28.7,19.51,22.1,23.14,11.9,47.2,37.68,4.2,10.92,5.8,36.87,0.0,0.0,0.2,19.9,0.0
1992-12-01,44.1,85.6,17.2,73.31,61.83,90.4,6.15,87.53,82.41,105.0,95.94,36.7,97.8,95.24,76.9,86.07,91.3,107.99,5.57,0.0,0.55,46.8,10.2
1993-01-01,110.0,230.9,81.6,98.71,104.5,167.9,52.74,209.58,196.5,182.3,236.93,116.6,249.1,216.15,75.5,219.9,299.3,227.77,35.23,0.31,0.11,97.3,56.6
1993-02-01,32.3,82.4,27.2,19.61,30.8,78.7,25.75,52.61,27.7,36.6,72.82,41.2,45.3,136.15,19.4,81.11,20.5,160.79,12.05,0.0,0.0,30.7,21.3
1993-03-01,43.5,133.9,73.4,54.21,90.5,90.7,27.1,198.1,116.42,136.4,140.8,54.6,99.6,151.9,0.0,154.37,77.7,151.43,4.52,0.0,0.0,65.5,55.2
1993-04-01,18.8,49.9,2.2,13.44,12.6,29.3,2.0,48.4,53.9,22.1,98.93,11.0,35.9,57.74,3.9,29.28,12.7,39.54,0.01,0.0,0.0,33.6,0.0
1993-05-01,0.5,6.2,0.0,0.22,1.0,2.7,0.0,7.8,1.3,0.0,5.85,0.0,7.7,0.86,11.1,36.35,2.1,0.74,0.0,0.0,0.0,3.2,0.0
1993-06-01,0.0,1.3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.8,6.7,0.0,1.0,1.63,0.4,0.14,0.0,20.74,0.0,0.0,0.0,0.5,0.0
1993-07-01,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.4,0.0,0.0,0.26,0.0,2.01,0.0,0.31,0.02,0.0,0.01,0.0,0.0
1993-08-01,6.6,25.1,9.9,10.71,16.2,16.7,3.3,21.0,15.6,15.0,15.23,0.6,14.3,5.08,18.7,3.83,47.0,13.45,7.25,0.01,0.0,9.8,72.9
1993-09-01,0.02,15.5,0.4,4.61,0.0,2.8,0.0,8.2,4.6,0.8,13.82,2.4,4.9,6.91,0.0,28.96,0.0,6.48,0.01,0.0,0.0,10.9,0.0
1993-10-01,11.61,34.2,10.2,8.31,21.5,28.0,8.02,43.4,61.8,35.0,45.94,8.7,68.8,60.66,11.1,12.14,63.5,49.25,0.46,0.0,0.0,49.7,0.0
1993-11-01,3.1,63.7,3.8,10.33,3.5,17.5,0.0,60.4,129.5,42.1,127.32,5.5,65.8,132.98,7.4,24.51,11.3,42.22,0.07,0.0,0.0,103.7,0.0
1993-12-01,36.94,106.1,1.5,32.82,53.8,92.1,0.0,128.7,163.4,88.0,130.84,52.1,195.7,192.87,45.9,82.43,51.6,64.09,0.0,0.0,0.0,196.0,0.0
1994-01-01,169.71,241.6,92.5,149.61,158.6,237.9,278.31,226.4,237.9,210.4,296.61,173.8,331.3,265.84,123.9,141.46,286.0,212.15,41.03,1.2,0.0,306.0,88.1
1994-02-01,132.01,218.1,57.0,193.3,132.7,233.4,113.1,170.3,209.5,182.4,226.1,115.4,181.2,174.54,130.5,152.38,259.4,181.21,42.28,0.03,2.2,246.2,204.7
1994-03-01,42.75,74.3,37.7,58.02,50.3,89.2,36.24,71.2,167.8,86.5,106.43,38.1,89.2,125.5,15.0,40.93,177.1,129.67,15.38,0.0,1.31,106.5,4.3
1994-04-01,17.11,45.6,21.6,22.75,25.6,35.51,0.82,95.0,136.9,66.6,43.53,29.5,95.2,67.91,5.3,15.66,208.1,136.42,0.01,0.01,0.0,93.0,0.0
1994-05-01,0.91,10.1,0.0,3.3,0.0,7.1,0.0,16.0,20.1,3.2,7.83,0.0,26.6,15.46,0.0,14.72,0.0,28.53,0.0,0.0,0.0,18.8,0.0
1994-06-01,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.02,0.0,0.0,0.04,0.3,0.05,0.0,0.01,0.0,0.0,0.0,0.3,0.0
1994-07-01,0.0,1.5,0.0,0.0,0.0,0.13,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.19,0.0,1.08,0.0,0.1,0.0,0.0,0.0,0.0,0.0
1994-08-01,0.03,1.7,0.0,0.5,1.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.49,0.0,1.16,2.5,0.75,0.0,0.0,0.0,0.0,0.0
1994-09-01,0.7,0.01,0.0,1.0,0.0,0.0,0.0,1.8,0.0,0.0,9.04,0.0,4.1,0.42,0.0,11.03,0.0,4.44,0.0,0.0,0.0,0.5,0.0
1994-10-01,0.0,1.0,0.0,0.0,0.0,6.2,0.0,0.9,0.0,0.0,8.83,0.0,21.0,4.76,0.0,26.12,0.0,4.26,0.0,0.0,0.0,4.0,0.0
1994-11-01,0.7,25.2,0.0,8.61,15.0,0.0,0.7,31.1,67.7,28.02,39.64,20.9,57.0,46.3,6.8,79.35,1.5,22.99,0.0,0.0,0.0,34.7,0.0
1994-12-01,23.3,72.7,15.5,56.42,36.5,60.5,1.9,116.6,87.1,79.03,128.44,37.0,127.3,100.04,14.3,81.05,49.0,95.58,4.3,0.0,0.0,117.8,8.3
1995-01-01,86.24,121.5,63.9,102.34,101.5,96.0,49.13,96.6,86.1,60.81,131.22,45.9,141.7,92.31,81.0,99.66,177.8,87.49,17.66,2.1,0.51,129.0,10.0
1995-02-01,6.42,135.0,3.0,34.23,25.1,59.71,0.0,123.9,135.1,62.61,148.72,16.5,189.7,205.3,12.3,126.79,38.7,169.79,1.11,0.0,0.0,156.8,0.0
1995-03-01,156.63,215.7,105.6,140.61,136.4,220.1,104.6,184.4,216.2,102.1,249.11,124.1,168.0,133.47,131.5,39.38,172.0,157.12,3.96,3.3,19.61,211.1,147.0
1995-04-01,0.0,27.8,0.0,3.11,10.6,16.0,0.0,48.3,31.53,14.82,38.91,5.7,34.8,36.42,2.2,27.46,2.7,40.93,0.06,0.0,0.0,39.2,0.0
1995-05-01,0.0,3.7,0.0,1.4,0.0,0.8,0.0,1.0,0.11,0.0,3.91,5.5,0.0,0.53,2.5,12.7,13.7,1.62,0.0,0.0,0.0,2.7,0.0
1995-06-01,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,0.02,0.0,2.26,0.0,0.02,0.0,0.0,0.0,0.0,0.0
1995-07-01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.06,0.0,4.51,0.0,0.03,0.04,0.0,0.0,0.0,0.0
1995-08-01,0.0,2.8,0.0,0.0,0.0,0.0,0.0,2.2,0.5,0.3,2.21,0.0,0.0,2.06,0.0,1.53,0.0,0.54,0.0,0.0,0.0,2.0,0.0
1995-09-01,5.3,8.61,0.0,13.2,0.0,6.8,1.4,10.6,8.71,8.8,16.5,3.0,18.9,34.89,5.9,5.01,2.2,23.38,0.0,0.01,0.0,17.9,0.0
1995-10-01,0.0,13.11,0.0,0.0,0.0,0.0,0.0,8.8,16.7,1.01,16.24,0.0,8.8,16.87,0.0,13.48,1.0,23.83,0.0,0.0,0.0,12.0,0.0
1995-11-01,20.72,22.32,0.0,20.61,33.6,31.4,4.11,20.1,49.1,41.22,42.56,12.7,39.9,63.0,28.3,7.81,23.4,26.53,0.01,0.01,0.0,16.5,0.0
1995-12-01,19.03,122.0,19.7,39.8,49.4,97.7,0.01,89.3,67.8,49.54,130.53,26.6,100.3,96.64,29.8,55.53,33.3,94.26,0.28,0.0,0.0,94.5,0.0
