date,precipitacion_la_raya_mm,precipitacion_llalli_mm,precipitacion_macusani_mm,precipitacion_sicuani_mm,precipitacion_ccatcca_mm,precipitacion_granja_kayra_mm,precipitacion_paruro_mm,precipitacion_paucartambo_mm,precipitacion_pisac_mm,precipitacion_pomacanchi_mm,precipitacion_urubamba_mm,precipitacion_cirialo_mm,precipitacion_curahuasi_mm,precipitacion_machupicchu_mm,precipitacion_quillabamba_mm,precipitacion_vilcabamba_mm,precipitacion_la_quebrada_mm,precipitacion_huyro_mm,precipitacion_chontachaca_mm,precipitacion_pakitza_mm,precipitacion_quincemil_mm
1975-09-01,38.0,15.0,25.0,43.0,37.8,51.1,28.1,27.7,18.2,36.0,14.6,113.6,9.5,112.8,85.3,107.0,93.0,124.9,301.0,71.0,440.5
1975-10-01,55.0,26.0,43.0,35.0,12.6,47.5,62.7,21.3,26.4,19.0,35.4,109.0,20.6,166.3,80.5,90.0,72.0,116.7,458.0,133.0,154.4
1975-11-01,67.0,45.0,21.0,74.0,38.8,51.0,96.9,17.9,38.4,112.0,41.9,187.8,4.3,211.9,127.0,77.0,89.0,115.3,491.0,275.0,925.9
1975-12-01,146.0,126.0,95.0,168.0,128.4,170.1,218.9,64.3,59.0,197.0,184.4,251.0,197.0,302.6,249.2,130.0,294.0,206.8,618.0,308.0,534.2
1976-01-01,182.0,221.0,131.0,175.0,102.4,119.6,154.6,79.9,109.6,102.0,97.8,220.8,159.0,276.2,263.7,244.0,160.0,207.7,507.0,266.0,1057.1
1976-02-01,117.0,99.0,133.0,80.0,129.4,83.1,106.3,84.6,46.9,115.0,49.5,45.2,117.2,260.2,253.8,233.0,119.0,402.2,475.0,216.0,572.6
1976-03-01,187.0,222.0,77.0,143.0,112.6,123.1,117.2,82.8,102.3,72.0,113.3,124.2,141.8,399.3,138.1,296.0,172.0,485.6,497.0,259.0,569.1
1976-04-01,33.0,28.0,1.0,38.0,46.8,42.9,56.6,19.5,35.8,150.0,41.8,102.0,49.2,169.0,116.2,136.0,202.0,236.1,650.0,452.0,671.8
1976-05-01,14.0,30.0,2.0,22.0,12.6,13.0,14.3,6.6,43.9,54.0,17.9,25.0,0.5,58.2,21.4,25.0,58.0,124.0,600.0,171.0,536.3
1976-06-01,12.0,12.0,2.0,17.0,3.0,8.7,4.2,3.7,7.5,109.0,11.0,0.0,7.9,41.1,0.0,3.0,42.0,94.9,456.0,138.0,287.6
1976-07-01,9.0,1.0,0.0,15.0,6.8,0.7,0.0,0.0,6.6,104.0,8.8,11.2,2.0,55.1,0.0,31.0,69.0,93.6,438.0,71.0,133.9
1976-08-01,15.0,11.0,14.0,20.0,0.0,2.5,0.8,0.0,6.6,39.0,8.8,0.8,7.3,66.5,70.9,25.0,31.0,132.7,212.0,17.0,321.0
1976-09-01,39.0,55.0,4.0,28.0,18.4,26.8,38.0,11.4,22.1,161.0,17.1,130.6,30.3,90.0,152.5,74.0,85.0,213.8,465.0,147.0,300.0
1976-10-01,9.0,13.0,32.0,19.0,0.0,25.3,23.2,0.0,8.2,85.0,8.8,61.4,27.8,162.3,23.3,135.0,245.0,72.8,644.0,301.0,228.6
1976-11-01,35.0,16.0,28.0,40.0,18.2,47.8,81.6,10.9,36.1,106.0,58.8,98.3,25.2,166.5,22.8,75.0,217.0,135.0,529.0,394.0,449.3
1976-12-01,75.0,71.0,136.0,98.0,70.8,66.8,120.7,30.1,36.3,190.0,129.2,287.2,65.4,243.4,158.4,67.0,234.0,250.6,585.0,279.0,821.5
1977-01-01,112.0,79.0,85.0,82.0,140.8,116.7,112.3,31.8,73.0,175.0,125.0,380.6,75.0,293.7,162.4,136.0,257.0,375.6,759.0,365.0,1337.9
1977-02-01,243.0,169.0,106.0,194.0,111.8,122.8,170.0,27.0,93.5,94.0,69.8,303.6,121.1,306.1,255.6,160.0,121.0,543.2,421.0,67.0,1268.6
1977-03-01,130.0,137.0,137.0,99.0,77.4,69.3,175.9,30.3,59.6,117.0,93.2,95.8,107.1,299.3,194.9,202.0,211.0,427.0,882.0,222.0,578.1
1977-04-01,25.0,25.0,68.0,45.0,59.6,47.6,60.0,13.8,32.0,40.0,59.2,162.1,11.6,162.4,30.9,113.0,75.0,144.2,442.0,316.0,579.3
1977-05-01,16.0,5.0,2.0,17.0,4.8,7.9,3.0,3.0,5.0,16.0,8.8,0.0,5.1,55.9,46.2,40.0,43.0,126.4,384.0,139.0,312.8
1977-06-01,0.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,8.8,0.0,0.0,39.5,0.0,2.0,18.0,31.6,345.0,87.0,160.1
1977-07-01,5.0,3.0,4.0,11.0,5.6,4.4,2.6,11.4,8.1,2.0,8.8,0.0,3.8,52.3,45.2,37.0,10.0,71.6,269.0,46.0,619.7
1977-08-01,0.0,10.0,0.0,5.0,0.0,0.0,0.0,7.7,8.2,0.0,8.8,10.5,0.0,31.5,0.0,35.0,13.0,57.1,138.0,13.0,256.7
1977-09-01,33.0,63.0,22.0,21.0,46.0,29.9,56.4,2.2,14.7,10.0,8.8,46.2,10.6,132.4,57.0,137.0,76.0,131.8,256.0,70.0,303.1
1977-10-01,38.0,55.0,45.0,41.0,37.0,65.0,75.5,26.3,19.9,74.0,56.8,38.2,31.6,120.6,27.6,118.0,159.0,167.4,546.0,158.0,324.0
1977-11-01,215.0,164.0,52.0,99.0,90.0,71.5,106.6,13.7,106.0,111.0,88.1,190.7,128.3,222.9,142.2,68.0,111.0,353.4,436.0,230.0,623.1
1977-12-01,117.0,54.0,141.0,100.0,58.2,78.0,63.2,32.2,16.2,208.0,50.1,160.7,108.5,193.4,173.4,55.0,160.0,225.8,513.0,200.0,710.6
1978-01-01,376.0,395.0,123.0,229.0,131.2,175.4,229.9,48.3,172.4,135.0,181.1,307.2,124.0,373.0,368.3,93.0,267.0,620.0,694.0,300.0,574.4
1978-02-01,277.0,158.0,152.0,83.0,89.4,106.1,87.0,40.2,124.4,155.0,71.4,232.6,70.4,270.0,129.4,159.0,217.0,307.6,446.0,154.0,189.9
1978-03-01,132.0,97.0,94.0,198.0,129.4,88.5,223.4,41.4,105.9,144.0,109.0,156.4,93.2,283.0,161.2,191.0,207.0,416.5,890.0,233.0,247.3
1978-04-01,71.0,77.0,55.0,95.0,43.6,48.7,45.8,47.7,69.0,33.0,40.8,18.4,25.1,221.0,80.7,112.0,52.0,193.9,348.0,269.0,433.8
1978-05-01,20.0,0.0,3.0,5.0,8.0,11.4,11.6,13.2,29.5,8.0,28.8,29.1,1.1,56.0,108.6,28.0,12.0,133.5,171.0,139.0,604.8
1978-06-01,0.0,0.0,0.0,5.0,0.0,0.0,4.8,0.0,5.0,0.0,8.8,16.5,3.0,175.0,1.9,5.0,33.0,47.0,199.0,123.0,149.3
1978-07-01,0.0,5.0,0.0,5.0,0.0,3.4,0.0,0.5,5.0,0.0,8.8,17.0,0.0,56.0,0.0,35.0,11.0,49.4,72.0,35.0,246.0
1978-08-01,12.0,10.0,0.0,5.0,0.0,0.0,0.0,21.2,5.0,1.0,8.8,19.5,0.3,28.0,0.0,57.0,29.0,31.5,382.0,22.0,186.5
1978-09-01,48.0,31.0,26.0,36.0,7.6,13.7,48.7,18.3,22.2,28.0,19.0,32.0,16.6,50.0,0.0,140.0,71.0,31.5,448.0,99.0,182.1
1978-10-01,25.0,27.0,12.0,35.0,13.0,12.3,16.8,50.5,6.6,44.0,18.1,68.4,20.0,112.0,119.5,104.0,116.0,31.5,589.0,81.0,333.9
1978-11-01,64.0,153.0,62.0,85.0,72.8,86.7,129.8,62.4,34.8,50.0,51.4,109.5,13.3,153.0,74.3,86.0,48.0,31.5,305.0,87.0,383.3
1978-12-01,191.0,152.0,144.0,49.0,136.0,117.9,114.9,98.1,69.4,79.0,115.3,226.3,71.4,267.0,300.7,84.0,117.0,213.4,375.0,134.0,478.4
1979-01-01,207.0,169.0,148.0,78.0,110.4,101.1,237.4,61.8,177.8,212.0,126.3,401.0,42.3,252.0,132.6,139.0,329.0,266.6,908.0,216.0,1258.0
1979-02-01,131.0,136.0,150.0,62.0,102.6,131.6,136.0,37.4,133.6,181.0,61.9,241.0,105.7,366.0,123.5,162.0,300.0,275.7,559.0,145.0,817.0
1979-03-01,179.0,168.0,143.0,76.0,123.8,108.8,147.6,52.0,146.2,102.0,69.0,169.0,96.8,416.0,137.4,174.0,189.0,382.1,702.0,268.0,629.0
1979-04-01,95.0,66.0,51.0,42.0,26.2,46.8,37.9,54.0,51.6,36.0,19.7,141.0,35.9,259.0,51.7,130.0,54.0,161.4,345.0,305.0,686.0
1979-05-01,133.0,0.0,4.0,14.0,2.0,6.2,6.6,3.0,10.6,23.0,11.9,5.0,4.5,84.0,15.2,27.0,72.0,41.5,379.0,152.0,299.0
1979-06-01,0.0,0.0,0.0,5.0,0.0,0.0,2.4,0.0,11.3,5.0,8.8,38.0,0.0,19.0,0.0,0.0,19.0,31.5,407.0,101.0,623.0
1979-07-01,0.0,0.0,0.0,11.0,0.0,0.9,3.5,4.0,9.7,5.0,8.8,217.0,1.2,50.0,21.6,0.0,8.0,63.6,307.0,40.0,530.0
1979-08-01,0.0,12.0,0.0,30.0,10.2,8.1,6.4,9.0,6.6,2.0,15.6,1.0,5.8,64.0,0.0,14.0,14.0,50.6,138.0,27.0,192.0
1979-09-01,11.0,4.0,26.0,38.0,7.6,11.5,7.0,17.0,20.6,13.0,36.8,8.0,11.7,131.0,0.0,124.0,81.0,101.4,310.0,72.0,182.0
1979-10-01,56.0,75.0,18.0,11.0,21.8,18.4,13.4,56.0,19.5,88.0,11.2,55.0,13.4,198.0,19.2,129.0,256.0,90.6,519.0,404.0,411.0
1979-11-01,72.0,89.0,63.0,25.0,56.8,85.6,78.2,15.0,35.8,95.0,49.2,123.0,105.8,169.0,128.5,107.0,194.0,159.2,492.0,329.0,767.0
1979-12-01,179.0,137.0,134.0,42.0,154.6,81.8,94.6,49.0,62.6,99.0,40.5,264.0,116.5,201.0,153.6,192.0,110.0,194.8,432.0,156.0,823.0
1980-01-01,157.0,60.0,102.0,98.0,92.0,106.2,179.7,40.4,78.0,217.0,45.0,304.0,62.2,305.0,159.3,18.0,348.0,187.2,887.0,317.0,1031.0
1980-02-01,124.0,45.0,121.0,60.0,128.8,126.4,112.4,35.9,148.4,180.0,56.9,318.0,124.7,370.0,219.6,148.0,324.0,161.7,579.0,127.0,1068.0
1980-03-01,200.0,147.0,50.0,37.0,91.0,135.0,72.8,62.5,183.4,135.0,85.9,423.0,103.5,285.0,227.7,154.0,191.0,165.4,843.0,224.0,1026.0
1980-04-01,43.0,16.0,21.0,10.0,39.2,23.2,6.6,19.2,75.6,45.0,17.0,203.0,18.8,212.0,103.2,104.0,79.0,78.2,432.0,392.0,868.0
1980-05-01,31.0,9.0,0.0,26.0,0.0,3.7,0.0,6.8,6.6,25.0,8.8,4.0,10.2,52.0,22.7,47.0,58.0,54.9,481.0,176.0,322.0
1980-06-01,0.0,0.0,9.0,29.0,0.0,0.0,2.2,2.2,5.0,3.0,8.8,1.0,5.2,17.0,0.9,1.0,15.0,41.6,405.0,63.0,357.0
1980-07-01,0.0,1.0,0.0,30.0,0.0,5.3,3.2,14.3,5.0,8.0,8.8,3.0,11.1,52.0,51.7,0.0,15.0,44.8,421.0,45.0,470.0
1980-08-01,0.0,5.0,1.0,32.0,3.2,1.0,0.0,4.9,13.9,8.0,10.8,7.0,7.3,35.0,28.8,13.0,19.0,59.2,139.0,16.0,195.0
1980-09-01,16.0,32.0,13.0,12.0,21.2,12.6,14.4,6.7,33.9,47.0,8.8,93.0,8.0,75.0,60.3,55.0,81.0,39.3,310.0,101.0,373.0
1980-10-01,119.0,128.0,34.0,77.0,55.6,62.9,42.4,36.4,36.3,92.0,13.9,156.0,35.2,152.0,150.7,132.0,224.0,106.9,568.0,270.0,895.0
1980-11-01,121.0,73.0,83.0,71.0,51.2,60.2,116.2,9.2,8.9,45.0,46.8,108.0,21.0,121.0,56.9,120.0,96.0,100.7,400.0,175.0,482.0
1980-12-01,35.0,97.0,75.0,94.0,75.8,83.1,162.8,25.1,43.1,110.0,54.3,171.0,110.2,296.0,51.4,181.0,192.0,93.6,439.0,250.0,531.0
1981-01-01,55.0,267.0,119.0,143.0,159.0,225.4,173.2,32.0,82.0,181.0,50.8,335.0,143.2,173.0,232.1,71.0,228.0,185.4,761.0,309.0,1267.0
1981-02-01,37.0,114.0,112.0,123.0,102.8,80.8,158.8,88.0,145.3,148.0,39.0,295.0,152.8,428.0,200.6,157.0,239.0,201.4,803.0,172.0,1121.0
1981-03-01,48.0,99.0,66.0,115.0,141.6,124.4,205.5,52.0,75.6,263.0,19.2,162.0,82.3,330.0,178.0,153.0,444.0,203.3,1082.0,320.0,741.0
1981-04-01,21.0,123.0,16.0,11.0,74.0,56.9,34.5,12.0,29.7,35.0,21.0,151.0,61.5,111.0,112.8,117.0,98.0,246.4,477.0,237.0,790.0
1981-05-01,1.0,10.0,6.0,5.0,9.6,1.8,0.0,11.0,12.3,14.0,8.8,1.0,5.2,46.0,24.7,26.0,48.0,39.3,479.0,183.0,226.0
1981-06-01,0.0,3.0,28.0,17.0,0.0,3.9,4.0,9.0,8.3,2.0,8.8,0.0,12.5,147.0,9.8,6.0,47.0,48.1,333.0,122.0,245.0
1981-07-01,0.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,17.0,4.0,8.8,1.0,6.3,79.0,15.3,19.0,15.0,50.8,103.0,21.0,338.0
1981-08-01,1.0,12.0,4.0,30.0,10.2,9.8,12.0,6.0,7.3,27.0,16.3,2.0,27.3,126.0,27.6,11.0,77.0,59.9,673.0,134.0,262.0
1981-09-01,17.0,23.0,41.0,5.0,2.6,45.9,26.4,44.0,17.1,35.0,21.9,21.0,34.7,121.0,50.1,110.0,22.0,72.5,414.0,35.0,296.0
1981-10-01,79.0,55.0,26.0,16.0,66.4,108.9,42.4,28.0,55.0,104.0,45.2,150.0,69.0,209.0,87.2,125.0,288.0,98.5,620.0,498.0,567.0
1981-11-01,106.0,68.0,31.0,19.0,111.4,120.8,41.0,81.0,97.9,112.0,45.0,172.0,181.1,366.0,116.3,155.0,332.0,122.2,403.0,274.0,690.0
1981-12-01,128.0,138.0,31.0,54.0,94.8,144.3,45.4,63.0,97.8,95.0,54.2,468.0,129.2,284.0,178.4,283.0,150.0,164.0,414.0,217.0,958.0
1982-01-01,124.0,270.0,123.0,78.0,146.2,178.9,59.4,320.0,222.5,100.0,41.0,95.0,253.5,355.0,365.0,137.0,222.0,553.0,559.0,13.0,234.0
1982-02-01,148.0,121.0,106.0,37.0,58.4,115.5,40.4,153.0,58.8,121.0,32.1,303.0,218.3,289.0,209.0,211.0,142.0,321.0,517.0,272.0,839.0
1982-03-01,223.0,140.0,146.0,60.0,136.6,143.1,24.4,72.0,190.8,108.0,29.0,302.0,141.3,383.0,207.0,250.0,203.0,325.0,725.0,289.0,833.0
1982-04-01,62.0,102.0,114.0,5.0,24.2,58.8,4.0,67.0,158.7,128.0,15.0,25.0,41.8,160.0,146.0,142.0,77.0,249.0,432.0,167.0,268.0
1982-05-01,0.0,18.0,29.0,5.0,0.0,0.0,1.7,1.0,25.1,16.0,8.8,80.0,5.2,81.0,35.0,25.0,55.0,65.0,350.0,120.0,332.0
1982-06-01,4.0,7.0,1.0,5.0,1.0,9.2,0.6,0.0,11.3,4.0,8.8,77.0,9.3,161.0,267.0,6.0,51.0,94.0,322.0,215.0,564.0
1982-07-01,0.0,25.0,12.0,5.0,2.8,3.4,0.9,2.0,5.8,7.0,8.8,34.0,5.2,22.0,56.0,43.0,22.0,63.0,236.0,90.0,488.0
1982-08-01,17.0,27.0,1.0,5.0,3.4,4.9,1.6,0.0,16.9,15.0,8.8,23.0,21.6,73.0,23.0,25.0,28.0,57.0,227.0,16.0,420.0
1982-09-01,11.0,28.0,2.0,35.0,21.8,14.0,5.2,15.0,20.6,39.0,24.3,58.0,10.9,116.0,22.0,101.0,69.0,58.0,382.0,95.0,369.0
1982-10-01,100.0,75.0,27.0,69.0,56.0,37.9,11.6,40.0,28.7,82.0,21.7,60.0,15.7,104.0,32.0,67.0,160.0,64.0,611.0,114.0,773.0
1982-11-01,147.0,54.0,8.0,45.0,65.0,122.5,17.5,83.0,87.2,108.0,23.9,113.0,155.7,195.0,141.0,228.0,102.0,232.0,379.0,133.0,546.0
1982-12-01,80.0,73.0,65.0,19.0,73.2,98.6,29.4,89.0,19.7,102.0,27.3,315.0,71.6,253.0,211.0,332.0,105.0,295.0,370.0,120.0,960.0
1983-01-01,124.0,176.0,104.0,52.0,81.4,128.4,102.0,336.0,9.0,180.0,22.8,226.0,171.8,385.0,257.0,80.0,304.0,481.0,684.0,14.0,729.0
1983-02-01,148.0,151.0,125.0,10.0,48.2,84.0,94.0,120.0,27.6,65.0,14.5,209.0,110.5,296.0,242.0,164.0,173.0,475.0,456.0,176.0,595.0
1983-03-01,101.0,120.0,38.0,42.0,39.4,54.5,167.0,121.0,38.4,62.0,23.9,226.0,86.8,309.0,294.0,159.0,157.0,453.0,464.0,209.0,861.0
1983-04-01,83.0,17.0,1.0,5.0,6.0,29.8,25.0,25.0,28.4,58.0,11.2,54.0,60.3,203.0,215.0,137.0,84.0,273.0,450.0,376.0,588.0
1983-05-01,5.0,4.0,4.0,5.0,10.4,3.4,9.0,0.0,5.0,1.0,15.2,105.0,10.7,91.0,63.0,35.0,19.0,97.0,137.0,71.0,405.0
1983-06-01,8.0,6.0,1.0,5.0,2.2,6.2,6.0,0.0,6.6,5.0,10.1,76.0,7.3,14.0,10.0,6.0,15.0,28.0,361.0,67.0,559.0
1983-07-01,0.0,0.0,0.0,5.0,2.4,0.5,0.0,0.0,13.7,2.0,8.8,8.0,5.2,161.0,43.0,27.0,5.0,70.0,89.0,5.0,135.0
1983-08-01,1.0,11.0,2.0,5.0,4.9,0.9,0.0,0.0,9.8,8.0,8.8,4.0,5.2,51.0,19.0,35.0,48.0,70.0,370.0,43.0,329.0
1983-09-01,8.0,4.0,0.0,25.0,8.2,5.5,0.0,6.0,15.4,17.0,8.8,60.0,20.2,48.0,77.0,152.0,45.0,70.0,346.0,66.0,370.0
1983-10-01,28.0,40.0,65.0,11.0,18.3,26.0,70.0,9.0,19.5,33.0,11.4,92.0,51.8,204.0,152.0,184.0,159.0,184.0,500.0,314.0,350.0
1983-11-01,13.0,6.0,2.0,5.0,27.4,44.3,105.0,14.0,29.0,88.0,22.5,80.0,69.8,130.0,74.0,166.0,103.0,115.0,503.0,294.0,447.0
1983-12-01,84.0,127.0,76.0,74.0,45.1,100.2,127.0,71.0,31.7,272.0,32.5,229.0,118.0,218.0,88.0,264.0,261.0,153.0,732.0,280.0,891.0
1984-01-01,293.0,313.0,83.0,144.0,229.0,198.6,379.0,330.0,86.4,242.0,32.1,267.0,224.2,352.0,317.0,263.0,273.0,494.0,596.0,119.0,996.0
1984-02-01,158.0,239.0,155.0,63.0,99.0,142.4,545.0,228.0,84.5,228.0,76.4,175.0,195.1,224.0,270.0,235.0,270.0,459.0,553.0,772.0,586.0
1984-03-01,166.0,151.0,88.0,56.0,82.0,71.0,402.0,192.0,81.9,282.0,53.8,224.0,178.7,375.0,214.0,329.0,468.0,311.0,858.0,428.0,889.0
1984-04-01,81.0,89.0,46.0,13.0,66.0,82.8,77.0,34.0,32.9,37.0,39.3,71.0,68.0,205.0,179.0,135.0,87.0,267.0,461.0,300.0,641.0
1984-05-01,23.0,2.0,1.0,5.0,1.0,0.0,0.0,2.0,10.3,0.0,0.0,79.0,5.2,92.0,29.0,32.0,14.0,61.0,130.0,115.0,453.0
1984-06-01,26.0,7.0,6.0,11.0,40.0,2.0,0.0,0.0,8.9,0.0,6.0,2.0,5.2,71.0,2.0,4.0,27.0,29.0,272.0,114.0,113.0
1984-07-01,4.0,0.0,0.0,13.0,17.0,1.3,0.0,5.0,8.8,0.0,0.0,260.0,5.2,241.0,26.0,2.0,6.0,71.0,93.0,23.0,788.0
1984-08-01,20.0,9.0,16.0,15.0,4.0,11.4,6.0,17.0,18.0,9.0,26.4,1.0,5.2,34.0,1.0,11.0,31.0,36.0,351.0,29.0,118.0
1984-09-01,10.0,43.0,2.0,22.0,1.0,4.2,28.0,0.0,11.4,8.0,4.2,3.0,28.4,121.0,30.0,63.0,55.0,78.0,272.0,63.0,99.0
1984-10-01,132.0,117.0,31.0,35.0,51.0,114.6,57.0,53.0,41.7,87.0,81.8,137.0,77.5,138.0,81.0,145.0,153.0,110.0,508.0,180.0,884.0
1984-11-01,194.0,61.0,83.0,46.0,79.0,69.4,51.0,30.0,61.2,69.0,46.8,97.0,118.5,145.0,72.0,159.0,74.0,122.0,379.0,140.0,428.0
1984-12-01,109.0,96.0,142.0,64.0,76.0,102.8,136.0,40.0,15.7,173.0,77.3,139.0,167.1,224.0,192.0,235.0,164.0,311.0,459.0,185.0,602.0
1985-01-01,196.0,154.0,87.0,94.0,109.0,129.1,267.0,41.0,140.6,77.8,125.4,255.0,182.2,246.0,92.0,136.0,260.0,157.0,776.0,303.0,1147.0
1985-02-01,167.0,96.0,79.0,116.0,150.0,119.4,174.0,156.0,205.5,175.1,92.9,52.0,172.6,271.0,275.0,220.0,186.0,384.0,483.0,311.0,387.0
1985-03-01,163.0,137.0,58.0,102.0,150.0,74.2,290.0,187.0,194.5,105.8,81.8,165.0,165.7,360.0,261.0,309.0,172.0,384.0,435.0,250.0,815.0
1985-04-01,109.0,55.0,18.0,12.0,70.0,33.2,16.0,76.0,64.3,150.0,32.7,54.0,117.4,144.0,60.0,127.0,90.0,82.0,484.0,134.0,463.0
1985-05-01,43.0,1.0,2.0,12.0,14.0,15.6,0.0,1.0,8.3,117.6,9.1,212.0,48.4,82.0,58.0,40.0,41.0,68.0,289.0,112.0,495.0
1985-06-01,9.0,2.0,3.0,7.0,3.0,11.6,0.0,76.0,0.0,24.7,7.9,106.0,18.4,65.0,121.0,2.0,29.0,82.0,320.0,56.0,468.0
1985-07-01,1.0,1.0,0.0,9.0,1.0,0.9,0.0,0.0,0.0,5.6,2.1,624.0,8.3,110.0,71.0,0.0,38.0,80.0,153.0,17.0,796.0
1985-08-01,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.1,13.7,2.8,0.0,5.6,102.0,76.0,8.0,32.0,149.0,349.0,58.0,190.0
1985-09-01,92.0,16.0,40.0,2.0,43.0,43.3,12.0,6.0,27.9,86.6,14.6,71.0,14.3,115.0,81.0,98.0,46.0,101.0,304.0,44.0,311.0
1985-10-01,57.0,19.0,32.0,45.0,58.0,62.1,88.0,36.0,108.1,58.6,34.0,44.0,45.4,125.0,130.0,124.0,71.0,144.0,502.0,118.0,357.0
1985-11-01,149.0,57.0,63.0,71.0,98.0,116.5,179.0,83.0,131.2,213.4,64.1,73.0,99.4,161.0,83.0,75.0,80.0,137.0,450.0,176.0,436.0
1985-12-01,148.0,142.0,80.0,18.0,54.0,122.4,35.0,66.0,25.0,197.2,109.7,82.0,125.3,209.0,168.0,51.0,273.0,284.0,715.0,263.0,608.0
1986-01-01,172.0,231.0,178.0,115.0,93.6,76.4,156.9,44.0,27.8,164.8,53.7,159.0,123.5,357.0,116.7,363.0,197.0,423.0,563.0,324.0,671.0
1986-02-01,229.0,210.0,202.0,78.0,74.9,92.2,154.1,108.0,118.9,204.6,58.1,173.0,121.8,300.0,113.1,251.0,136.0,314.0,533.0,210.0,552.0
1986-03-01,193.0,252.0,130.0,159.0,137.8,125.7,144.8,52.0,134.0,117.6,56.5,188.0,194.6,254.0,101.3,265.0,167.0,314.0,790.0,215.0,591.0
1986-04-01,136.0,31.0,20.0,14.0,28.4,65.5,37.1,46.0,38.5,69.0,41.5,22.0,46.1,206.0,58.9,119.0,44.0,190.0,289.0,234.0,298.0
1986-05-01,19.0,0.0,1.0,18.0,4.7,6.2,0.0,4.0,12.5,12.9,14.0,104.0,13.4,61.0,26.1,43.0,55.0,84.0,332.0,140.0,305.0
1986-06-01,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,12.0,5.2,12.0,17.6,4.0,5.0,63.0,342.0,53.0,270.0
1986-07-01,10.0,0.0,0.0,17.0,6.9,1.8,0.0,0.0,2.1,5.6,0.0,15.0,5.2,21.0,6.8,4.0,11.0,12.0,197.0,20.0,622.0
1986-08-01,24.0,9.0,7.0,11.0,1.2,4.2,0.0,6.0,3.3,7.8,5.0,33.0,16.3,164.0,6.8,5.0,184.0,42.0,898.0,283.0,516.0
1986-09-01,57.0,15.0,18.0,36.0,12.9,7.5,0.0,0.0,4.0,74.1,4.0,50.0,40.7,168.0,6.8,55.0,9.0,148.0,325.0,30.0,277.0
1986-10-01,13.0,15.0,49.0,17.0,23.1,17.3,2.0,56.0,2.1,43.9,13.5,70.0,37.5,188.0,6.8,144.0,244.0,103.0,534.0,420.0,363.0
1986-11-01,70.0,83.0,60.0,70.0,29.7,69.6,90.0,27.0,8.3,63.1,57.5,81.0,39.0,123.0,118.3,132.0,141.0,77.0,460.0,263.0,489.0
1986-12-01,141.0,94.0,68.0,63.0,54.4,102.7,171.6,110.0,11.8,303.4,49.5,162.0,70.7,302.0,155.6,152.0,250.0,255.0,614.0,294.0,619.0
1987-01-01,270.0,336.0,211.0,151.0,205.7,224.3,363.2,255.0,276.3,100.2,102.5,349.0,186.1,174.0,284.2,274.0,247.0,241.0,646.0,125.0,1226.0
1987-02-01,90.0,140.0,92.0,143.0,82.8,87.9,75.2,96.0,45.9,97.5,83.7,272.0,103.7,347.0,114.3,196.0,220.0,283.0,643.0,186.0,912.0
1987-03-01,95.0,92.0,20.0,143.0,57.7,48.6,91.0,67.0,24.6,63.1,35.5,40.0,37.5,157.0,102.4,176.0,157.0,225.0,858.0,177.0,430.0
1987-04-01,44.0,37.0,5.0,58.0,17.7,13.1,47.1,43.0,13.3,54.9,1.0,81.0,70.3,187.0,115.1,122.0,77.0,208.0,427.0,306.0,517.0
1987-05-01,12.0,6.0,56.0,12.0,5.8,2.1,0.0,35.0,0.0,5.6,3.0,57.0,19.2,93.0,28.1,61.0,59.0,131.0,361.0,217.0,295.0
1987-06-01,0.0,0.0,0.0,3.0,5.0,1.3,0.0,0.0,14.6,6.3,7.5,1.0,5.2,22.0,31.6,3.0,9.0,7.0,335.0,69.0,109.0
1987-07-01,17.0,0.0,2.0,11.0,24.1,9.2,8.6,32.0,9.1,37.3,17.0,0.0,14.9,32.0,12.0,3.0,2.0,81.0,225.0,30.0,260.0
1987-08-01,3.0,11.0,3.0,1.0,0.0,0.0,0.0,23.0,0.0,5.6,0.0,286.0,5.2,92.0,6.8,10.0,43.0,95.0,337.0,81.0,623.0
1987-09-01,9.0,13.0,1.0,3.0,0.0,8.2,6.4,2.0,0.0,10.0,14.0,111.0,14.4,43.0,40.5,96.0,47.0,33.0,317.0,54.0,477.0
1987-10-01,55.0,42.0,24.0,25.0,43.0,26.5,27.0,40.0,8.2,44.2,27.5,176.0,54.9,183.0,76.5,169.0,219.0,169.0,529.0,360.0,672.0
1987-11-01,159.0,32.0,53.0,132.0,95.0,101.8,72.4,66.0,38.8,56.0,88.0,125.0,57.1,151.0,367.8,79.0,120.0,101.0,402.0,183.0,481.0
1987-12-01,153.0,164.0,113.0,115.0,94.8,107.6,121.4,169.0,38.8,92.6,100.0,476.0,82.1,247.0,230.6,78.0,235.0,178.0,663.0,253.0,1665.0
1988-01-01,187.0,164.0,135.0,129.0,89.8,163.8,375.0,186.0,96.1,86.7,115.5,105.0,220.0,256.0,263.2,305.0,259.0,288.0,638.0,160.0,288.0
1988-02-01,177.0,189.0,120.0,95.0,66.5,84.3,237.0,173.0,99.6,84.3,77.5,258.0,141.9,340.0,325.6,232.0,197.0,182.0,606.0,273.0,684.0
