date,caudal_rio_huaura_alco_sayan_m3s,volumen_rio_huaura_alco_sayan_mmc,caudal_natural_rio_huaura_alco_sayan_m3s,volumen_natural_rio_huaura_alco_sayan_mmc,caudal_rio_chico_m3s,volumen_rio_chico_mmc,caudal_rio_pativilca_yanapampa_m3s,volumen_rio_pativilca_yanapampa_mmc,caudal_rio_chancay_huaral_santo_domingo_m3s,volumen_rio_chancay_huaral_santo_domingo_mmc,caudal_laguna_surasaca_m3s,volumen_laguna_surasaca_mmc
1960-07-01,8.0,21.4272,7.2,19.2845,,,,,,,,
1960-08-01,7.0,18.7488,5.6,14.999,,,,,,,,
1960-09-01,7.3,18.9216,5.2,13.4784,,,,,,,,
1960-10-01,9.7,25.9805,7.8,20.8915,,,,,,,,
1960-11-01,12.2,31.6224,10.9,28.2528,,,,,,,,
1960-12-01,9.6,25.7126,9.8,26.2483,,,,,,,,
1961-01-01,25.2,67.4957,26.5,70.9776,,,,,,,,
1961-02-01,43.4,104.9933,45.5,110.0736,,,,,,,,
1961-03-01,40.4,108.2074,42.9,114.9034,,,,,,,,
1961-04-01,17.8,46.1376,19.4,50.2848,,,,,,,,
1961-05-01,17.4,46.6042,17.8,47.6755,,,,,,,,
1961-06-01,11.8,30.5856,11.3,29.2896,,,,,,,,
1961-07-01,8.7,23.3021,7.9,21.1594,,,,,,,,
1961-08-01,8.0,21.4272,6.6,17.6774,,,,,,,,
1961-09-01,8.1,20.9952,6.0,15.552,,,,,,,,
1961-10-01,8.9,23.8378,7.0,18.7488,,,,,,,,
1961-11-01,19.1,49.5072,17.8,46.1376,,,,,,,,
1961-12-01,41.3,110.6179,41.5,111.1536,,,,,,,,
1962-01-01,43.7,117.0461,45.0,120.528,,,,,,,,
1962-02-01,45.7,110.5574,47.8,115.6378,,,,,,,,
1962-03-01,67.0,179.4528,69.5,186.1488,,,,,,,,
1962-04-01,43.8,113.5296,45.4,117.6768,,,,,,,,
1962-05-01,16.6,44.4614,17.0,45.5328,,,,,,,,
1962-06-01,11.9,30.8448,11.4,29.5488,,,,,,,,
1962-07-01,11.3,30.2659,10.5,28.1232,,,,,,,,
1962-08-01,10.1,27.0518,8.7,23.3021,,,,,,,,
1962-09-01,10.2,26.4384,8.1,20.9952,,,,,,,,
1962-10-01,11.3,30.2659,9.4,25.177,,,,,,,,
1962-11-01,15.2,39.3984,13.9,36.0288,,,,,,,,
1962-12-01,17.1,45.8006,17.3,46.3363,,,,,,,,
1963-01-01,38.1,102.047,39.4,105.529,,,,,,,,
1963-02-01,50.0,120.96,52.1,126.0403,,,,,,,,
1963-03-01,69.3,185.6131,71.8,192.3091,,,,,,,,
1963-04-01,41.8,108.3456,43.4,112.4928,,,,,,,,
1963-05-01,18.9,50.6218,19.3,51.6931,,,,,,,,
1963-06-01,12.9,33.4368,12.4,32.1408,,,,,,,,
1963-07-01,10.2,27.3197,9.4,25.177,,,,,,,,
1963-08-01,10.6,28.391,9.2,24.6413,,,,,,,,
1963-09-01,10.6,27.4752,8.5,22.032,,,,,,,,
1963-10-01,10.4,27.8554,8.5,22.7664,,,,,,,,
1963-11-01,24.4,63.2448,23.1,59.8752,,,,,,,,
1963-12-01,40.9,109.5466,41.1,110.0822,,,,,,,,
1964-01-01,26.6,71.2454,27.9,74.7274,,,,,,,,
1964-02-01,51.8,129.7901,53.9,135.0518,,,,,,,,
1964-03-01,72.8,194.9875,75.3,201.6835,,,,,,,,
1964-04-01,50.0,129.6,51.6,133.7472,,,,,,,,
1964-05-01,22.8,61.0675,23.2,62.1389,,,,,,,,
1964-06-01,15.8,40.9536,15.3,39.6576,,,,,,,,
1964-07-01,13.4,35.8906,12.6,33.7478,,,,,,,,
1964-08-01,11.7,31.3373,10.3,27.5875,,,,,,,,
1964-09-01,11.9,30.8448,9.8,25.4016,,,,,,,,
1964-10-01,16.0,42.8544,14.1,37.7654,,,,,,,,
1964-11-01,20.0,51.84,18.7,48.4704,,,,,,,,
1964-12-01,15.7,42.0509,15.9,42.5866,,,,,,,,
1965-01-01,24.0,64.2816,25.3,67.7635,,,,,,,,
1965-02-01,42.3,102.3322,44.4,107.4125,,,,,,,,
1965-03-01,65.5,175.4352,68.0,182.1312,,,,,,,,
1965-04-01,24.3,62.9856,25.9,67.1328,,,,,,,,
1965-05-01,13.8,36.9619,14.2,38.0333,,,,,,,,
1965-06-01,11.5,29.808,11.0,28.512,,,,,,,,
1965-07-01,10.7,28.6589,9.9,26.5162,,,,,,,,
1965-08-01,9.9,26.5162,8.5,22.7664,,,,,,,,
1965-09-01,9.9,25.6608,7.8,20.2176,,,,,,,,
1965-10-01,10.3,27.5875,8.4,22.4986,,,,,,,,
1965-11-01,11.6,30.0672,10.3,26.6976,,,,,,,,
1965-12-01,14.1,37.7654,14.3,38.3011,,,,,,,,
1966-01-01,34.0,91.0656,35.3,94.5475,,,,,,,,
1966-02-01,23.5,56.8512,25.6,61.9315,,,,,,,,
1966-03-01,38.3,102.5827,40.8,109.2787,,,,,,,,
1966-04-01,20.9,54.1728,22.5,58.32,,,,,,,,
1966-05-01,14.5,38.8368,14.9,39.9082,,,,,,,,
1966-06-01,10.8,27.9936,10.3,26.6976,,,,,,,,
1966-07-01,9.8,26.2483,9.0,24.1056,,,,,,,,
1966-08-01,10.0,26.784,8.6,23.0342,,,,,,,,
1966-09-01,9.7,25.1424,7.6,19.6992,,,,,,,,
1966-10-01,19.7,52.7645,17.8,47.6755,,,,,,,,
1966-11-01,19.3,50.0256,18.0,46.656,,,,,,,,
1966-12-01,26.4,70.7098,26.6,71.2454,,,,,,,,
1967-01-01,35.7,95.6189,35.5,95.0832,7.0,18.7488,64.0,171.4176,34.4,92.137,0.411,1.1008
1967-02-01,89.6,216.7603,86.8,209.9866,13.7,33.143,185.9,449.7293,135.5,327.8016,0.329,0.7959
1967-03-01,75.2,201.4157,92.4,247.4842,6.7,17.9453,125.4,335.8714,113.6,304.2662,1.052,2.8177
1967-04-01,32.0,82.944,40.0,103.68,2.3,5.9616,52.1,135.0432,20.8,53.9136,0.47,1.2182
1967-05-01,21.3,57.0499,22.9,61.3354,0.7,1.8749,25.1,67.2278,11.0,29.4624,0.334,0.8946
1967-06-01,17.1,44.3232,16.6,43.0272,0.9,2.3328,22.7,58.8384,7.1,18.4032,0.601,1.5578
1967-07-01,15.1,40.4438,15.0,40.176,0.9,2.4106,19.8,53.0323,5.9,15.8026,2.19,5.8657
1967-08-01,13.2,35.3549,13.0,34.8192,0.7,1.8749,16.5,44.1936,5.5,14.7312,2.504,6.7067
1967-09-01,13.3,34.4736,12.16,31.5187,0.3,0.7776,16.1,41.7312,5.3,13.7376,2.845,7.3742
1967-10-01,22.4,59.9962,19.8,53.0323,0.1,0.2678,38.6,103.3862,7.8,20.8915,2.323,6.2219
1967-11-01,20.8,53.9136,18.3,47.4336,0.1,0.2592,29.5,76.464,6.8,17.6256,0.856,2.2188
1967-12-01,22.7,60.7997,22.1,59.1926,0.2,0.5357,28.4,76.0666,7.7,20.6237,0.836,2.2391
1968-01-01,28.5,76.3344,30.0,80.352,0.9,2.4106,41.8,111.9571,12.9,34.5514,1.21,3.2409
1968-02-01,23.9,59.8838,26.6,66.649,1.4,3.5078,46.4,116.2598,11.0,27.5616,0.148,0.3708
1968-03-01,37.9,101.5114,40.6,108.743,1.3,3.4819,60.3,161.5075,22.4,59.9962,0.084,0.225
1968-04-01,19.2,49.7664,22.4,58.0608,0.3,0.7776,33.6,87.0912,12.0,31.104,0.056,0.1452
1968-05-01,12.4,33.2122,15.0,40.176,0.1,0.2678,22.2,59.4605,4.5,12.0528,1.481,3.9667
1968-06-01,10.8,27.9936,11.6,30.0672,0.6,1.5552,16.6,43.0272,4.2,10.8864,1.95,5.0544
1968-07-01,9.8,26.2483,11.1,29.7302,0.6,1.607,13.4,35.8906,4.1,10.9814,0.498,1.3338
1968-08-01,10.9,29.1946,10.5,28.1232,0.5,1.3392,13.1,35.087,4.0,10.7136,0.199,0.533
1968-09-01,10.9,28.2528,11.2,29.0304,0.2,0.5184,15.8,40.9536,3.7,9.5904,0.064,0.1659
1968-10-01,14.4,38.569,16.8,44.9971,0.1,0.2678,25.1,67.2278,5.1,13.6598,0.474,1.2696
1968-11-01,16.6,43.0272,20.8,53.9136,0.1,0.2592,33.1,85.7952,7.7,19.9584,1.262,3.2711
1968-12-01,16.7,44.7293,20.9,55.9786,1.2,3.2141,32.6,87.3158,7.3,19.5523,1.251,3.3507
1969-01-01,13.3,35.6227,11.3,30.2659,1.7,4.5533,28.6,76.6022,6.9,18.481,0.333,0.8919
1969-02-01,28.9,69.9149,22.1,53.4643,6.0,14.5152,55.6,134.5075,12.1,29.2723,0.041,0.0992
1969-03-01,38.5,103.1184,34.9,93.4762,11.9,31.873,95.3,255.2515,52.3,140.0803,0.048,0.1286
1969-04-01,26.2,67.9104,33.3,86.3136,7.2,18.6624,74.2,192.3264,28.3,73.3536,0.341,0.8839
1969-05-01,12.0,32.1408,14.0,37.4976,1.9,5.089,25.3,67.7635,6.1,16.3382,0.56,1.4999
1969-06-01,11.3,29.2896,11.5,29.808,1.7,4.4064,18.2,47.1744,4.3,11.1456,0.32,0.8294
1969-07-01,10.1,27.0518,10.4,27.8554,1.4,3.7498,15.3,40.9795,3.9,10.4458,0.388,1.0392
1969-08-01,8.6,23.0342,9.8,26.2483,1.1,2.9462,12.5,33.48,3.7,9.9101,1.352,3.6212
1969-09-01,8.1,20.9952,9.7,25.1424,0.7,1.8144,13.7,35.5104,3.4,8.8128,1.95,5.0544
1969-10-01,10.9,29.1946,12.1,32.4086,0.2,0.5357,22.2,59.4605,4.4,11.785,1.005,2.6918
1969-11-01,12.6,32.6592,16.9,43.8048,0.4,1.0368,37.6,97.4592,4.4,11.4048,0.02,0.0518
1969-12-01,40.4,108.2074,62.1,166.3286,3.1,8.303,97.5,261.144,34.0,91.0656,0.042,0.1125
1970-01-01,70.3,188.2915,64.6,173.0246,4.3,11.5171,135.8,363.7267,85.5,229.0032,0.476,1.2749
1970-02-01,41.4,100.1549,44.0,106.4448,3.3,7.9834,74.9,181.1981,26.9,65.0765,1.19,2.8788
1970-03-01,41.5,111.1536,42.2,113.0285,2.7,7.2317,87.1,233.2886,23.9,64.0138,1.409,3.7739
