date,caudal_puente_bolsico_m3s,volumen_puente_bolsico_mmc,caudal_la_palma_m3s,volumen_la_palma_mmc,caudal_puente_tumbes_m3s,volumen_puente_tumbes_mmc,caudal_matapalo1_m3s,volumen_matapalo1_mmc,caudal_matapalo2_m3s,volumen_matapalo2_mmc,caudal_matapalo3_m3s,volumen_matapalo3_mmc
1997-11-01,0.0,0.0,,,40.464,104.883,0.0,0.0,0.0,0.0,0.0,0.0
1997-12-01,32.402,86.786,,,63.86,171.043,1.56,4.179,5.322,14.255,9.113,24.409
1998-01-01,78.462,210.153,,,853.916,2287.129,7.527,20.16,25.676,68.77,43.966,117.757
1998-02-01,102.313,247.516,,,851.575,2060.13,23.793,57.56,81.163,196.35,138.978,336.215
1998-03-01,83.148,222.704,,,688.247,1843.401,42.99,115.144,146.647,392.78,251.108,672.569
1998-04-01,74.778,193.825,,,793.382,2056.446,22.212,57.573,75.769,196.393,129.741,336.29
1998-05-01,29.946,80.207,,,382.816,1025.334,6.452,17.28,22.008,58.946,37.685,100.935
1998-06-01,11.481,29.759,,,99.436,257.738,4.438,11.504,15.139,39.241,25.924,67.194
1998-07-01,10.673,28.587,,,78.402,209.992,0.0,0.0,0.0,0.0,0.0,0.0
1998-08-01,10.65,28.525,,,35.178,94.221,0.0,0.0,0.0,0.0,0.0,0.0
1998-09-01,8.625,22.356,,,25.073,64.989,0.0,0.0,0.0,0.0,0.0,0.0
1998-10-01,6.096,16.328,,,20.095,53.822,0.0,0.0,0.0,0.0,0.0,0.0
1998-11-01,3.165,8.204,,,111.692,289.506,0.0,0.0,0.0,0.0,0.0,0.0
1998-12-01,3.568,9.557,,,685.393,1835.757,3.226,8.64,11.004,29.473,18.842,50.467
1999-01-01,2.26,6.053,,,41.354,110.763,0.0,0.0,0.0,0.0,0.0,0.0
1999-02-01,15.675,37.921,,,273.304,661.177,6.631,16.041,22.619,54.72,38.732,93.699
1999-03-01,24.239,64.922,,,471.837,1263.768,17.974,48.141,61.313,164.22,104.988,281.199
1999-04-01,21.728,56.319,,,216.141,560.237,6.188,16.04,21.109,54.714,36.145,93.689
1999-05-01,23.934,64.105,,,182.189,487.975,0.0,0.0,0.0,0.0,0.0,0.0
1999-06-01,18.011,46.685,,,47.957,124.305,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-01,14.145,37.886,,,34.765,93.115,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-01,8.194,21.947,,,23.802,63.751,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-01,4.52,11.716,,,15.716,40.736,0.0,0.0,0.0,0.0,0.0,0.0
1999-10-01,1.392,3.728,,,14.968,40.09,0.0,0.0,0.0,0.0,0.0,0.0
1999-11-01,0.259,0.671,,,11.823,30.645,0.0,0.0,0.0,0.0,0.0,0.0
1999-12-01,0.147,0.394,,,67.81,181.622,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-01,0.048,0.129,,,94.463,253.011,2.013,5.393,6.868,18.397,11.761,31.501
2000-02-01,9.14,22.901,,,287.804,721.122,4.449,11.147,15.175,38.023,25.985,65.109
2000-03-01,29.832,79.902,,,590.398,1581.323,10.046,26.908,34.27,91.79,58.682,157.175
2000-04-01,19.348,50.15,,,509.758,1321.292,4.153,10.766,14.168,36.725,24.261,62.885
2000-05-01,24.05,64.416,,,284.259,761.36,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-01,16.097,41.723,,,84.149,218.114,0.0,0.0,0.0,0.0,0.0,0.0
2000-07-01,11.069,29.647,,,36.675,98.231,0.0,0.0,0.0,0.0,0.0,0.0
2000-08-01,4.753,12.73,,,16.841,45.106,,,,,,
2000-09-01,2.454,6.361,,,18.791,48.706,,,,,,
2000-10-01,0.263,0.704,,,15.726,42.121,,,,,,
2000-11-01,0.0,0.0,,,11.478,29.752,,,,,,
2000-12-01,0.0,0.0,,,17.516,46.914,,,,,,
2001-01-01,7.913,21.194,,,89.057,238.531,,,,,,
2001-02-01,15.624,37.798,,,158.734,384.01,,,,,,
2001-03-01,45.982,123.158,,,496.034,1328.577,,,,,,
2001-04-01,29.959,77.654,,,369.405,957.498,,,,,,
2001-05-01,12.178,32.618,,,81.134,217.31,,,,,,
2001-06-01,7.076,18.341,,,46.797,121.298,,,,,,
2001-07-01,4.767,12.768,,,30.433,81.513,,,,,,
2001-08-01,2.941,7.877,,,18.614,49.856,,,,,,
2001-09-01,0.609,1.579,,,12.188,31.591,,,,,,
2001-10-01,0.025,0.067,,,7.289,19.523,,,,,,
2001-11-01,0.0,0.0,,,8.777,22.749,,,,,,
2001-12-01,0.0,0.0,,,18.127,48.55,,,,,,
2002-01-01,0.0,0.0,,,40.18,107.618,,,,,,
2002-02-01,15.1,36.53,,,144.869,350.468,,,,,,
2002-03-01,44.026,117.919,,,509.683,1365.136,,,,,,
2002-04-01,36.116,93.613,,,489.538,1268.883,,,,,,
2002-05-01,23.681,63.427,,,106.481,285.2,,,,,,
2002-06-01,15.766,40.865,,,52.693,136.58,,,,,,
2002-07-01,7.103,19.025,,,27.991,74.97,,,,,,
2002-08-01,2.86,7.66,,,15.135,40.537,,,,,,
2002-09-01,0.611,1.584,,,10.283,26.654,,,,,,
2002-10-01,0.343,0.919,,,8.841,23.679,,,,,,
2002-11-01,0.401,1.039,,,13.223,34.273,,,,,,
2002-12-01,0.137,0.367,,,28.383,76.022,,,,,,
2003-01-01,0.347,0.929,,,52.636,140.981,,,,,,
2003-02-01,4.339,10.497,,,97.051,234.787,,,,,,
2003-03-01,10.046,26.907,,,145.251,389.04,,,,,,
2003-04-01,4.632,12.006,,,138.036,357.79,,,,,,
2003-05-01,1.751,4.69,,,69.73,186.765,,,,,,
2003-06-01,0.0,0.0,,,47.801,123.9,,,,,,
2003-07-01,0.0,0.0,,,29.592,79.259,,,,,,
2003-08-01,0.0,0.0,,,13.441,36.0,,,,,,
2003-09-01,0.0,0.0,,,7.407,19.2,,,,,,
2003-10-01,0.0,0.0,,,4.368,11.7,,,,,,
2003-11-01,0.0,0.0,,,4.475,11.6,,,,,,
2003-12-01,0.0,0.0,,,19.34,51.8,,,,,,
2004-01-01,1.57,4.205,,,44.28,118.6,,,,,,
2004-02-01,4.673,11.709,,,101.108,253.336,,,,,,
2004-03-01,1.934,5.18,,,98.417,263.6,,,,,,
2004-04-01,2.248,5.827,,,157.562,408.4,,,,,,
2004-05-01,0.374,1.002,,,68.922,184.6,,,,,,
2004-06-01,0.057,0.148,,,36.96,95.8,,,,,,
2004-07-01,0.0,0.0,,,21.991,58.9,,,,,,
2004-08-01,0.0,0.0,,,10.305,27.6,,,,,,
2004-09-01,0.0,0.0,,,8.835,22.9,,,,,,
2004-10-01,0.0,0.0,,,6.347,17.0,,,,,,
2004-11-01,0.0,0.0,,,14.352,37.2,,,,,,
2004-12-01,0.0,0.0,,,29.906,80.1,,,,,,
2005-01-01,0.0,0.0,,,35.285,94.508,,,,,,
2005-02-01,0.0,0.0,,,120.315,291.066,,,,,,
2005-03-01,2.994,8.02,,,300.345,804.443,,,,,,
2005-04-01,0.574,1.487,,,158.793,411.59,,,,,,
2005-05-01,0.0,0.0,,,79.822,213.796,,,,,,
2005-06-01,0.0,0.0,,,40.164,104.106,,,,,,
2005-07-01,0.0,0.0,,,18.76,50.247,,,,,,
2005-08-01,0.0,0.0,,,7.224,19.348,,,,,,
2005-09-01,0.0,0.0,,,5.025,13.024,,,,,,
2005-10-01,0.0,0.0,,,4.8,12.857,,,,,,
2005-11-01,0.0,0.0,,,8.335,21.605,,,,,,
2005-12-01,,,,,16.615,44.5,,,,,,
